Season,Gamecode,Date,Team,Opp,Won,Game_home,Team_rank,Opp_rank
2017,20171021IndMic,2017-10-21 00:00:00,Indiana,Michigan State,0,Away,0.0,0.28
2017,20171021TolAkr,2017-10-21 00:00:00,Toledo,Akron,1,Home,0.0,0.0
2017,20171021UCLOre,2017-10-21 00:00:00,UCLA,Oregon,1,Home,0.0,0.0
2017,20171021RicTex,2017-10-21 00:00:00,Rice,Texas-San Antonio,0,Away,0.0,0.0
2017,20171021KanTex,2017-10-21 00:00:00,Kansas,Texas Christian,0,Away,0.0,0.84
2017,20171021LouSou,2017-10-21 00:00:00,Louisiana Tech,Southern Mississippi,0,Home,0.0,0.0
2017,20171021CinSou,2017-10-21 00:00:00,Cincinnati,Southern Methodist,0,Home,0.0,0.0
2017,20171021TulSou,2017-10-21 00:00:00,Tulane,South Florida,0,Home,0.0,0.36
2017,20171021LouSou,2017-10-21 00:00:00,Louisiana-Monroe,South Alabama,0,Away,0.0,0.0
2017,20171021PurRut,2017-10-21 00:00:00,Purdue,Rutgers,0,Away,0.0,0.0
2017,20171021DukPit,2017-10-21 00:00:00,Duke,Pittsburgh,0,Home,0.0,0.0
2017,20171021MicPen,2017-10-21 00:00:00,Michigan,Penn State,0,Away,0.24,0.92
2017,20171021TexOkl,2017-10-21 00:00:00,Texas,Oklahoma State,0,Home,0.0,0.6
2017,20171021KanOkl,2017-10-21 00:00:00,Kansas State,Oklahoma,0,Home,0.0,0.64
2017,20171021KenOhi,2017-10-21 00:00:00,Kent State,Ohio,0,Away,0.0,0.0
2017,20171021SouNot,2017-10-21 00:00:00,Southern California,Notre Dame,0,Away,0.56,0.48
2017,20171021IowNor,2017-10-21 00:00:00,Iowa,Northwestern,0,Away,0.0,0.0
2017,20171021BowNor,2017-10-21 00:00:00,Bowling Green State,Northern Illinois,0,Home,0.0,0.0
2017,20171021IdaMis,2017-10-21 00:00:00,Idaho,Missouri,0,Away,0.0,0.0
2017,20171021KenMis,2017-10-21 00:00:00,Kentucky,Mississippi State,0,Away,0.0,0.0
2017,20171021AkrTol,2017-10-21 00:00:00,Akron,Toledo,0,Away,0.0,0.0
2017,20171021GeoTro,2017-10-21 00:00:00,Georgia State,Troy,0,Home,0.0,0.0
2017,20171021OreUCL,2017-10-21 00:00:00,Oregon,UCLA,0,Away,0.0,0.0
2017,20171021NevUta,2017-10-21 00:00:00,Nevada-Las Vegas,Utah State,0,Home,0.0,0.0
2017,20171021UtaNev,2017-10-21 00:00:00,Utah State,Nevada-Las Vegas,1,Away,0.0,0.0
2017,20171021VirNor,2017-10-21 00:00:00,Virginia Tech,North Carolina,1,Home,0.43999999999999995,0.0
2017,20171021WasCol,2017-10-21 00:00:00,Washington State,Colorado,1,Home,0.4,0.0
2017,20171021WesBay,2017-10-21 00:00:00,West Virginia,Baylor,1,Away,0.07999999999999996,0.0
2017,20171021WesEas,2017-10-21 00:00:00,Western Michigan,Eastern Michigan,1,Away,0.0,0.0
2017,20171021WisMar,2017-10-21 00:00:00,Wisconsin,Maryland,1,Home,0.8,0.0
2017,20171021TroGeo,2017-10-21 00:00:00,Troy,Georgia State,1,Away,0.0,0.0
2017,20171021PenMic,2017-10-21 00:00:00,Penn State,Michigan,1,Home,0.92,0.24
2017,20171021EasWes,2017-10-21 00:00:00,Eastern Michigan,Western Michigan,0,Home,0.0,0.0
2017,20171021BayWes,2017-10-21 00:00:00,Baylor,West Virginia,0,Home,0.0,0.07999999999999996
2017,20171021ColWas,2017-10-21 00:00:00,Colorado,Washington State,0,Away,0.0,0.4
2017,20171021NorVir,2017-10-21 00:00:00,North Carolina,Virginia Tech,0,Away,0.0,0.43999999999999995
2017,20171026TolBal,2017-10-26 00:00:00,Toledo,Ball State,1,Away,0.0,0.0
2017,20171026OreSta,2017-10-26 00:00:00,Oregon State,Stanford,0,Home,0.0,0.19999999999999996
2017,20171026NorEas,2017-10-26 00:00:00,Northern Illinois,Eastern Michigan,1,Home,0.0,0.0
2017,20171026GeoSou,2017-10-26 00:00:00,Georgia State,South Alabama,1,Home,0.0,0.0
2017,20171026EasNor,2017-10-26 00:00:00,Eastern Michigan,Northern Illinois,0,Away,0.0,0.0
2017,20171026SouGeo,2017-10-26 00:00:00,South Alabama,Georgia State,0,Away,0.0,0.0
2017,20171026BalTol,2017-10-26 00:00:00,Ball State,Toledo,0,Home,0.0,0.0
2017,20171026StaOre,2017-10-26 00:00:00,Stanford,Oregon State,1,Away,0.19999999999999996,0.0
2017,20171027MemTul,2017-10-27 00:00:00,Memphis,Tulane,1,Home,0.040000000000000036,0.0
2017,20171027SouTul,2017-10-27 00:00:00,Southern Methodist,Tulsa,1,Home,0.0,0.0
2017,20171027TulSou,2017-10-27 00:00:00,Tulsa,Southern Methodist,0,Away,0.0,0.0
2017,20171027TulMem,2017-10-27 00:00:00,Tulane,Memphis,0,Away,0.0,0.040000000000000036
2017,20171027FloBos,2017-10-27 00:00:00,Florida State,Boston College,0,Away,0.0,0.0
2017,20171027BosFlo,2017-10-27 00:00:00,Boston College,Florida State,1,Home,0.0,0.0
2017,20171028CalCol,2017-10-28 00:00:00,California,Colorado,0,Away,0.0,0.0
2017,20171028GeoCle,2017-10-28 00:00:00,Georgia Tech,Clemson,0,Away,0.0,0.72
2017,20171028AusCen,2017-10-28 00:00:00,Austin Peay,Central Florida,0,Away,0.0,0.28
2017,20171028SanBri,2017-10-28 00:00:00,San Jose State,Brigham Young,0,Away,0.0,0.0
2017,20171028UtaBoi,2017-10-28 00:00:00,Utah State,Boise State,0,Home,0.0,0.0
2017,20171028MisArk,2017-10-28 00:00:00,Mississippi,Arkansas,0,Home,0.0,0.0
2017,20171028WasAri,2017-10-28 00:00:00,Washington State,Arizona,0,Away,0.4,0.0
2017,20171028SouAla,2017-10-28 00:00:00,Southern Mississippi,Alabama-Birmingham,0,Home,0.0,0.0
2017,20171028BufAkr,2017-10-28 00:00:00,Buffalo,Akron,0,Away,0.0,0.0
2017,20171028ColAir,2017-10-28 00:00:00,Colorado State,Air Force,0,Home,0.0,0.0
2017,20171028NewArk,2017-10-28 00:00:00,New Mexico State,Arkansas State,0,Home,0.0,0.0
2017,20171028MarFlo,2017-10-28 00:00:00,Marshall,Florida International,0,Home,0.0,0.0
2017,20171028SouHou,2017-10-28 00:00:00,South Florida,Houston,0,Home,0.31999999999999995,0.0
2017,20171028TroGeo,2017-10-28 00:00:00,Troy,Georgia Southern,1,Home,0.0,0.0
2017,20171028VirDuk,2017-10-28 00:00:00,Virginia Tech,Duke,1,Home,0.48,0.0
2017,20171028WakLou,2017-10-28 00:00:00,Wake Forest,Louisville,1,Home,0.0,0.0
2017,20171028WasUCL,2017-10-28 00:00:00,Washington,UCLA,1,Home,0.52,0.0
2017,20171028WisIll,2017-10-28 00:00:00,Wisconsin,Illinois,1,Away,0.8,0.0
2017,20171028WyoNew,2017-10-28 00:00:00,Wyoming,New Mexico,1,Home,0.0,0.0
2017,20171028FloGeo,2017-10-28 00:00:00,Florida,Georgia,0,Away,0.0,0.88
2017,20171028HouSou,2017-10-28 00:00:00,Houston,South Florida,1,Away,0.0,0.31999999999999995
2017,20171028GeoFlo,2017-10-28 00:00:00,Georgia,Florida,1,Home,0.88,0.0
2017,20171028FloMar,2017-10-28 00:00:00,Florida International,Marshall,1,Away,0.0,0.0
2017,20171028FloWes,2017-10-28 00:00:00,Florida Atlantic,Western Kentucky,1,Away,0.0,0.0
2017,20171028ColCal,2017-10-28 00:00:00,Colorado,California,1,Home,0.0,0.0
2017,20171028CleGeo,2017-10-28 00:00:00,Clemson,Georgia Tech,1,Home,0.72,0.0
2017,20171028CenAus,2017-10-28 00:00:00,Central Florida,Austin Peay,1,Home,0.28,0.0
2017,20171028WesFlo,2017-10-28 00:00:00,Western Kentucky,Florida Atlantic,0,Home,0.0,0.0
2017,20171028IowMin,2017-10-28 00:00:00,Iowa,Minnesota,1,Home,0.0,0.0
2017,20171028BoiUta,2017-10-28 00:00:00,Boise State,Utah State,1,Away,0.0,0.0
2017,20171028ArkNew,2017-10-28 00:00:00,Arkansas State,New Mexico State,1,Away,0.0,0.0
2017,20171028ArkMis,2017-10-28 00:00:00,Arkansas,Mississippi,1,Away,0.0,0.0
2017,20171028AriWas,2017-10-28 00:00:00,Arizona,Washington State,1,Home,0.0,0.4
2017,20171028AlaSou,2017-10-28 00:00:00,Alabama-Birmingham,Southern Mississippi,1,Away,0.0,0.0
2017,20171028TexTex,2017-10-28 00:00:00,Texas-San Antonio,Texas-El Paso,1,Away,0.0,0.0
2017,20171028TexCoa,2017-10-28 00:00:00,Texas State,Coastal Carolina,1,Away,0.0,0.0
2017,20171028TexBay,2017-10-28 00:00:00,Texas,Baylor,1,Away,0.0,0.0
2017,20171028SouAri,2017-10-28 00:00:00,Southern California,Arizona State,1,Away,0.16000000000000003,0.0
2017,20171028IowTex,2017-10-28 00:00:00,Iowa State,Texas Christian,1,Home,0.0,0.84
2017,20171028KanKan,2017-10-28 00:00:00,Kansas State,Kansas,1,Away,0.0,0.0
2017,20171028KenTen,2017-10-28 00:00:00,Kentucky,Tennessee,1,Home,0.0,0.0
2017,20171028LouRic,2017-10-28 00:00:00,Louisiana Tech,Rice,1,Away,0.0,0.0
2017,20171028MarInd,2017-10-28 00:00:00,Maryland,Indiana,1,Home,0.0,0.0
2017,20171028MasApp,2017-10-28 00:00:00,Massachusetts,Appalachian State,1,Home,0.0,0.0
2017,20171028MiaNor,2017-10-28 00:00:00,Miami (FL),North Carolina,1,Away,0.6799999999999999,0.0
2017,20171028MicRut,2017-10-28 00:00:00,Michigan,Rutgers,1,Home,0.0,0.0
2017,20171028MisTex,2017-10-28 00:00:00,Mississippi State,Texas A&M,1,Away,0.0,0.0
2017,20171028MisCon,2017-10-28 00:00:00,Missouri,Connecticut,1,Away,0.0,0.0
2017,20171028AkrBuf,2017-10-28 00:00:00,Akron,Buffalo,1,Home,0.0,0.0
2017,20171028NebPur,2017-10-28 00:00:00,Nebraska,Purdue,1,Away,0.0,0.0
2017,20171028NorOld,2017-10-28 00:00:00,North Texas,Old Dominion,1,Home,0.0,0.0
2017,20171028NorMic,2017-10-28 00:00:00,Northwestern,Michigan State,1,Home,0.0,0.36
2017,20171028NotNor,2017-10-28 00:00:00,Notre Dame,North Carolina State,1,Home,0.64,0.43999999999999995
2017,20171028OhiPen,2017-10-28 00:00:00,Ohio State,Penn State,1,Home,0.76,0.92
2017,20171028OklTex,2017-10-28 00:00:00,Oklahoma,Texas Tech,1,Home,0.6,0.0
2017,20171028OklWes,2017-10-28 00:00:00,Oklahoma State,West Virginia,1,Away,0.56,0.12
2017,20171028OreUta,2017-10-28 00:00:00,Oregon,Utah,1,Home,0.0,0.0
2017,20171028PitVir,2017-10-28 00:00:00,Pittsburgh,Virginia,1,Home,0.0,0.0
2017,20171028SanHaw,2017-10-28 00:00:00,San Diego State,Hawaii,1,Away,0.0,0.0
2017,20171028SouVan,2017-10-28 00:00:00,South Carolina,Vanderbilt,1,Home,0.0,0.0
2017,20171028NevFre,2017-10-28 00:00:00,Nevada-Las Vegas,Fresno State,1,Away,0.0,0.0
2017,20171028AirCol,2017-10-28 00:00:00,Air Force,Colorado State,1,Away,0.0,0.0
2017,20171028BriSan,2017-10-28 00:00:00,Brigham Young,San Jose State,1,Home,0.0,0.0
2017,20171028IdaLou,2017-10-28 00:00:00,Idaho,Louisiana-Monroe,1,Home,0.0,0.0
2017,20171028WesOkl,2017-10-28 00:00:00,West Virginia,Oklahoma State,0,Home,0.12,0.56
2017,20171028VirPit,2017-10-28 00:00:00,Virginia,Pittsburgh,0,Away,0.0,0.0
2017,20171028HawSan,2017-10-28 00:00:00,Hawaii,San Diego State,0,Home,0.0,0.0
2017,20171028VanSou,2017-10-28 00:00:00,Vanderbilt,South Carolina,0,Away,0.0,0.0
2017,20171028AriSou,2017-10-28 00:00:00,Arizona State,Southern California,0,Home,0.0,0.16000000000000003
2017,20171028BayTex,2017-10-28 00:00:00,Baylor,Texas,0,Home,0.0,0.0
2017,20171028TexOkl,2017-10-28 00:00:00,Texas Tech,Oklahoma,0,Away,0.0,0.6
2017,20171028CoaTex,2017-10-28 00:00:00,Coastal Carolina,Texas State,0,Home,0.0,0.0
2017,20171028GeoTro,2017-10-28 00:00:00,Georgia Southern,Troy,0,Away,0.0,0.0
2017,20171028DukVir,2017-10-28 00:00:00,Duke,Virginia Tech,0,Away,0.0,0.48
2017,20171028LouWak,2017-10-28 00:00:00,Louisville,Wake Forest,0,Away,0.0,0.0
2017,20171028UCLWas,2017-10-28 00:00:00,UCLA,Washington,0,Away,0.0,0.52
2017,20171028IllWis,2017-10-28 00:00:00,Illinois,Wisconsin,0,Home,0.0,0.8
2017,20171028NewWyo,2017-10-28 00:00:00,New Mexico,Wyoming,0,Away,0.0,0.0
2017,20171028TexTex,2017-10-28 00:00:00,Texas-El Paso,Texas-San Antonio,0,Home,0.0,0.0
2017,20171028PenOhi,2017-10-28 00:00:00,Penn State,Ohio State,0,Away,0.92,0.76
2017,20171028UtaOre,2017-10-28 00:00:00,Utah,Oregon,0,Away,0.0,0.0
2017,20171028MicNor,2017-10-28 00:00:00,Michigan State,Northwestern,0,Away,0.36,0.0
2017,20171028LouIda,2017-10-28 00:00:00,Louisiana-Monroe,Idaho,0,Away,0.0,0.0
2017,20171028MinIow,2017-10-28 00:00:00,Minnesota,Iowa,0,Away,0.0,0.0
2017,20171028TexIow,2017-10-28 00:00:00,Texas Christian,Iowa State,0,Away,0.84,0.0
2017,20171028KanKan,2017-10-28 00:00:00,Kansas,Kansas State,0,Home,0.0,0.0
2017,20171028NorNot,2017-10-28 00:00:00,North Carolina State,Notre Dame,0,Away,0.43999999999999995,0.64
2017,20171028RicLou,2017-10-28 00:00:00,Rice,Louisiana Tech,0,Home,0.0,0.0
2017,20171028IndMar,2017-10-28 00:00:00,Indiana,Maryland,0,Away,0.0,0.0
2017,20171028AppMas,2017-10-28 00:00:00,Appalachian State,Massachusetts,0,Away,0.0,0.0
2017,20171028TenKen,2017-10-28 00:00:00,Tennessee,Kentucky,0,Away,0.0,0.0
2017,20171028RutMic,2017-10-28 00:00:00,Rutgers,Michigan,0,Away,0.0,0.0
2017,20171028TexMis,2017-10-28 00:00:00,Texas A&M,Mississippi State,0,Home,0.0,0.0
2017,20171028ConMis,2017-10-28 00:00:00,Connecticut,Missouri,0,Home,0.0,0.0
2017,20171028PurNeb,2017-10-28 00:00:00,Purdue,Nebraska,0,Home,0.0,0.0
2017,20171028FreNev,2017-10-28 00:00:00,Fresno State,Nevada-Las Vegas,0,Home,0.0,0.0
2017,20171028OldNor,2017-10-28 00:00:00,Old Dominion,North Texas,0,Away,0.0,0.0
2017,20171028NorMia,2017-10-28 00:00:00,North Carolina,Miami (FL),0,Home,0.0,0.6799999999999999
2017,20171031BowKen,2017-10-31 00:00:00,Bowling Green State,Kent State,1,Away,0.0,0.0
2017,20171031OhiMia,2017-10-31 00:00:00,Ohio,Miami (OH),1,Home,0.0,0.0
2017,20171031KenBow,2017-10-31 00:00:00,Kent State,Bowling Green State,0,Home,0.0,0.0
2017,20171031MiaOhi,2017-10-31 00:00:00,Miami (OH),Ohio,0,Away,0.0,0.0
2017,2017111CenWes,2017-11-01 00:00:00,Central Michigan,Western Michigan,1,Away,0.0,0.0
2017,2017111WesCen,2017-11-01 00:00:00,Western Michigan,Central Michigan,0,Home,0.0,0.0
2017,2017112NorTol,2017-11-02 00:00:00,Northern Illinois,Toledo,0,Away,0.0,0.0
2017,2017112BalEas,2017-11-02 00:00:00,Ball State,Eastern Michigan,0,Away,0.0,0.0
2017,2017112IdaTro,2017-11-02 00:00:00,Idaho,Troy,0,Away,0.0,0.0
2017,2017112TolNor,2017-11-02 00:00:00,Toledo,Northern Illinois,1,Home,0.0,0.0
2017,2017112TroIda,2017-11-02 00:00:00,Troy,Idaho,1,Home,0.0,0.0
2017,2017112EasBal,2017-11-02 00:00:00,Eastern Michigan,Ball State,1,Home,0.0,0.0
2017,2017113FloMar,2017-11-03 00:00:00,Florida Atlantic,Marshall,1,Home,0.0,0.0
2017,2017113MemTul,2017-11-03 00:00:00,Memphis,Tulsa,1,Away,0.12,0.0
2017,2017113UtaUCL,2017-11-03 00:00:00,Utah,UCLA,1,Home,0.0,0.0
2017,2017113UCLUta,2017-11-03 00:00:00,UCLA,Utah,0,Away,0.0,0.0
2017,2017113MarFlo,2017-11-03 00:00:00,Marshall,Florida Atlantic,0,Away,0.0,0.0
2017,2017113TulMem,2017-11-03 00:00:00,Tulsa,Memphis,0,Home,0.0,0.12
2017,2017113TemNav,2017-11-03 12:00:00,Temple,Navy,1,Home,0.0,0.0
2017,2017113NavTem,2017-11-03 12:00:00,Navy,Temple,0,Away,0.0,0.0
2017,2017114TexTex,2017-11-04 00:00:00,Texas Christian,Texas,1,Home,0.6,0.0
2017,2017114PurIll,2017-11-04 00:00:00,Purdue,Illinois,1,Home,0.0,0.0
2017,2017114RutMar,2017-11-04 00:00:00,Rutgers,Maryland,1,Home,0.0,0.0
2017,2017114SanSan,2017-11-04 00:00:00,San Diego State,San Jose State,1,Away,0.0,0.0
2017,2017114SouCon,2017-11-04 00:00:00,South Florida,Connecticut,1,Away,0.0,0.0
2017,2017114SouAri,2017-11-04 00:00:00,Southern California,Arizona,1,Home,0.31999999999999995,0.07999999999999996
2017,2017114TenSou,2017-11-04 00:00:00,Tennessee,Southern Mississippi,1,Home,0.0,0.0
2017,2017114OldCha,2017-11-04 00:00:00,Old Dominion,Charlotte,1,Home,0.0,0.0
2017,2017114UtaNew,2017-11-04 00:00:00,Utah State,New Mexico,1,Away,0.0,0.0
2017,2017114WesIow,2017-11-04 00:00:00,West Virginia,Iowa State,1,Home,0.0,0.43999999999999995
2017,2017114VirGeo,2017-11-04 00:00:00,Virginia,Georgia Tech,1,Home,0.0,0.0
2017,2017114WasOre,2017-11-04 00:00:00,Washington,Oregon,1,Home,0.52,0.0
2017,2017114WasSta,2017-11-04 00:00:00,Washington State,Stanford,1,Home,0.0,0.28
2017,2017114LouAla,2017-11-04 00:00:00,Louisiana State,Alabama,0,Away,0.24,0.96
2017,2017114WisInd,2017-11-04 00:00:00,Wisconsin,Indiana,1,Away,0.84,0.0
2017,2017114WyoCol,2017-11-04 00:00:00,Wyoming,Colorado State,1,Home,0.0,0.0
2017,2017114TexAub,2017-11-04 00:00:00,Texas A&M,Auburn,0,Home,0.0,0.36
2017,2017114OklOkl,2017-11-04 00:00:00,Oklahoma,Oklahoma State,1,Away,0.6799999999999999,0.56
2017,2017114RicAla,2017-11-04 00:00:00,Rice,Alabama-Birmingham,0,Away,0.0,0.0
2017,2017114VanWes,2017-11-04 00:00:00,Vanderbilt,Western Kentucky,1,Home,0.0,0.0
2017,2017114NotWak,2017-11-04 00:00:00,Notre Dame,Wake Forest,1,Home,0.8,0.0
2017,2017114FloTex,2017-11-04 00:00:00,Florida International,Texas-San Antonio,1,Home,0.0,0.0
2017,2017114NorLou,2017-11-04 00:00:00,North Texas,Louisiana Tech,1,Away,0.0,0.0
2017,2017114AlaLou,2017-11-04 00:00:00,Alabama,Louisiana State,1,Home,0.96,0.24
2017,2017114AlaRic,2017-11-04 00:00:00,Alabama-Birmingham,Rice,1,Home,0.0,0.0
2017,2017114AriCol,2017-11-04 00:00:00,Arizona State,Colorado,1,Home,0.0,0.0
2017,2017114ArkCoa,2017-11-04 00:00:00,Arkansas,Coastal Carolina,1,Home,0.0,0.0
2017,2017114ArmAir,2017-11-04 00:00:00,Army,Air Force,1,Away,0.0,0.0
2017,2017114AubTex,2017-11-04 00:00:00,Auburn,Texas A&M,1,Away,0.36,0.0
2017,2017114BayKan,2017-11-04 00:00:00,Baylor,Kansas,1,Away,0.0,0.0
2017,2017114BoiNev,2017-11-04 00:00:00,Boise State,Nevada,1,Home,0.0,0.0
2017,2017114CalOre,2017-11-04 00:00:00,California,Oregon State,1,Home,0.0,0.0
2017,2017114CenSou,2017-11-04 00:00:00,Central Florida,Southern Methodist,1,Away,0.4,0.0
2017,2017114CinTul,2017-11-04 00:00:00,Cincinnati,Tulane,1,Away,0.0,0.0
2017,2017114CleNor,2017-11-04 00:00:00,Clemson,North Carolina State,1,Away,0.76,0.19999999999999996
2017,2017114ColAri,2017-11-04 00:00:00,Colorado,Arizona State,0,Away,0.0,0.0
2017,2017114FloSyr,2017-11-04 00:00:00,Florida State,Syracuse,1,Home,0.0,0.0
2017,2017114FreBri,2017-11-04 00:00:00,Fresno State,Brigham Young,1,Home,0.0,0.0
2017,2017114GeoSou,2017-11-04 00:00:00,Georgia,South Carolina,1,Home,0.92,0.0
2017,2017114GeoGeo,2017-11-04 00:00:00,Georgia State,Georgia Southern,1,Away,0.0,0.0
2017,2017114NewTex,2017-11-04 00:00:00,New Mexico State,Texas State,1,Away,0.0,0.0
2017,2017114NevHaw,2017-11-04 00:00:00,Nevada-Las Vegas,Hawaii,1,Home,0.0,0.0
2017,2017114MisFlo,2017-11-04 00:00:00,Missouri,Florida,1,Home,0.0,0.0
2017,2017114MisMas,2017-11-04 00:00:00,Mississippi State,Massachusetts,1,Home,0.16000000000000003,0.0
2017,2017114MisKen,2017-11-04 00:00:00,Mississippi,Kentucky,1,Away,0.0,0.0
2017,2017114MidTex,2017-11-04 00:00:00,Middle Tennessee State,Texas-El Paso,1,Home,0.0,0.0
2017,2017114NorNeb,2017-11-04 00:00:00,Northwestern,Nebraska,1,Away,0.0,0.0
2017,2017114MicPen,2017-11-04 00:00:00,Michigan State,Penn State,1,Home,0.040000000000000036,0.72
2017,2017114MiaVir,2017-11-04 00:00:00,Miami (FL),Virginia Tech,1,Home,0.64,0.48
2017,2017114LouApp,2017-11-04 00:00:00,Louisiana-Monroe,Appalachian State,1,Home,0.0,0.0
2017,2017114LouSou,2017-11-04 00:00:00,Louisiana,South Alabama,1,Away,0.0,0.0
2017,2017114KanTex,2017-11-04 00:00:00,Kansas State,Texas Tech,1,Away,0.0,0.0
2017,2017114IowOhi,2017-11-04 00:00:00,Iowa,Ohio State,1,Home,0.0,0.88
2017,2017114HouEas,2017-11-04 00:00:00,Houston,East Carolina,1,Home,0.0,0.0
2017,2017114MicMin,2017-11-04 00:00:00,Michigan,Minnesota,1,Home,0.0,0.0
2017,2017114CoaArk,2017-11-04 00:00:00,Coastal Carolina,Arkansas,0,Away,0.0,0.0
2017,2017114KanBay,2017-11-04 00:00:00,Kansas,Baylor,0,Home,0.0,0.0
2017,2017114WesVan,2017-11-04 00:00:00,Western Kentucky,Vanderbilt,0,Away,0.0,0.0
2017,2017114LouNor,2017-11-04 00:00:00,Louisiana Tech,North Texas,0,Home,0.0,0.0
2017,2017114NebNor,2017-11-04 00:00:00,Nebraska,Northwestern,0,Home,0.0,0.0
2017,2017114WakNot,2017-11-04 00:00:00,Wake Forest,Notre Dame,0,Away,0.0,0.8
2017,2017114OklOkl,2017-11-04 00:00:00,Oklahoma State,Oklahoma,0,Home,0.56,0.6799999999999999
2017,2017114ChaOld,2017-11-04 00:00:00,Charlotte,Old Dominion,0,Away,0.0,0.0
2017,2017114IllPur,2017-11-04 00:00:00,Illinois,Purdue,0,Away,0.0,0.0
2017,2017114MarRut,2017-11-04 00:00:00,Maryland,Rutgers,0,Away,0.0,0.0
2017,2017114SanSan,2017-11-04 00:00:00,San Jose State,San Diego State,0,Home,0.0,0.0
2017,2017114ConSou,2017-11-04 00:00:00,Connecticut,South Florida,0,Home,0.0,0.0
2017,2017114AriSou,2017-11-04 00:00:00,Arizona,Southern California,0,Away,0.07999999999999996,0.31999999999999995
2017,2017114SouTen,2017-11-04 00:00:00,Southern Mississippi,Tennessee,0,Away,0.0,0.0
2017,2017114TexTex,2017-11-04 00:00:00,Texas,Texas Christian,0,Away,0.0,0.6
2017,2017114NewUta,2017-11-04 00:00:00,New Mexico,Utah State,0,Home,0.0,0.0
2017,2017114GeoVir,2017-11-04 00:00:00,Georgia Tech,Virginia,0,Away,0.0,0.0
2017,2017114OreWas,2017-11-04 00:00:00,Oregon,Washington,0,Away,0.0,0.52
2017,2017114StaWas,2017-11-04 00:00:00,Stanford,Washington State,0,Away,0.28,0.0
2017,2017114IowWes,2017-11-04 00:00:00,Iowa State,West Virginia,0,Away,0.43999999999999995,0.0
2017,2017114IndWis,2017-11-04 00:00:00,Indiana,Wisconsin,0,Home,0.0,0.84
2017,2017114ColWyo,2017-11-04 00:00:00,Colorado State,Wyoming,0,Away,0.0,0.0
2017,2017114TexNew,2017-11-04 00:00:00,Texas State,New Mexico State,0,Home,0.0,0.0
2017,2017114FloMis,2017-11-04 00:00:00,Florida,Missouri,0,Away,0.0,0.0
2017,2017114HawNev,2017-11-04 00:00:00,Hawaii,Nevada-Las Vegas,0,Away,0.0,0.0
2017,2017114GeoGeo,2017-11-04 00:00:00,Georgia Southern,Georgia State,0,Home,0.0,0.0
2017,2017114NevBoi,2017-11-04 00:00:00,Nevada,Boise State,0,Away,0.0,0.0
2017,2017114OreCal,2017-11-04 00:00:00,Oregon State,California,0,Away,0.0,0.0
2017,2017114SouCen,2017-11-04 00:00:00,Southern Methodist,Central Florida,0,Home,0.0,0.4
2017,2017114TulCin,2017-11-04 00:00:00,Tulane,Cincinnati,0,Home,0.0,0.0
2017,2017114NorCle,2017-11-04 00:00:00,North Carolina State,Clemson,0,Home,0.19999999999999996,0.76
2017,2017114TexFlo,2017-11-04 00:00:00,Texas-San Antonio,Florida International,0,Away,0.0,0.0
2017,2017114SyrFlo,2017-11-04 00:00:00,Syracuse,Florida State,0,Away,0.0,0.0
2017,2017114BriFre,2017-11-04 00:00:00,Brigham Young,Fresno State,0,Away,0.0,0.0
2017,2017114SouGeo,2017-11-04 00:00:00,South Carolina,Georgia,0,Away,0.0,0.92
2017,2017114MasMis,2017-11-04 00:00:00,Massachusetts,Mississippi State,0,Away,0.0,0.16000000000000003
2017,2017114AirArm,2017-11-04 00:00:00,Air Force,Army,0,Home,0.0,0.0
2017,2017114OhiIow,2017-11-04 00:00:00,Ohio State,Iowa,0,Away,0.88,0.0
2017,2017114TexKan,2017-11-04 00:00:00,Texas Tech,Kansas State,0,Home,0.0,0.0
2017,2017114SouLou,2017-11-04 00:00:00,South Alabama,Louisiana,0,Home,0.0,0.0
2017,2017114AppLou,2017-11-04 00:00:00,Appalachian State,Louisiana-Monroe,0,Away,0.0,0.0
2017,2017114VirMia,2017-11-04 00:00:00,Virginia Tech,Miami (FL),0,Away,0.48,0.64
2017,2017114MinMic,2017-11-04 00:00:00,Minnesota,Michigan,0,Away,0.0,0.0
2017,2017114PenMic,2017-11-04 00:00:00,Penn State,Michigan State,0,Away,0.72,0.040000000000000036
2017,2017114TexMid,2017-11-04 00:00:00,Texas-El Paso,Middle Tennessee State,0,Away,0.0,0.0
2017,2017114KenMis,2017-11-04 00:00:00,Kentucky,Mississippi,0,Home,0.0,0.0
2017,2017114EasHou,2017-11-04 00:00:00,East Carolina,Houston,0,Away,0.0,0.0
2017,2017117MiaAkr,2017-11-07 00:00:00,Miami (OH),Akron,1,Home,0.0,0.0
2017,2017117BufBow,2017-11-07 00:00:00,Buffalo,Bowling Green State,1,Home,0.0,0.0
2017,2017117AkrMia,2017-11-07 00:00:00,Akron,Miami (OH),0,Away,0.0,0.0
2017,2017117BowBuf,2017-11-07 00:00:00,Bowling Green State,Buffalo,0,Away,0.0,0.0
2017,2017118TolOhi,2017-11-08 00:00:00,Toledo,Ohio,0,Away,0.0,0.0
2017,2017118CenEas,2017-11-08 00:00:00,Central Michigan,Eastern Michigan,1,Home,0.0,0.0
2017,2017118WesKen,2017-11-08 00:00:00,Western Michigan,Kent State,1,Home,0.0,0.0
2017,2017118EasCen,2017-11-08 00:00:00,Eastern Michigan,Central Michigan,0,Away,0.0,0.0
