Season,Gamecode,Date,Team,Opp,Won,Game_home,Team_rank,Opp_rank
2014,2014827GeoAbi,2014-08-27 19:00:00,Georgia State,Abilene Christian,1,Home,0.0,0.0
2014,2014827AbiGeo,2014-08-27 19:00:00,Abilene Christian,Georgia State,0,Away,0.0,0.0
2014,2014828SouTex,2014-08-28 18:00:00,South Carolina,Texas A&M,0,Home,0.64,0.16000000000000003
2014,2014828TexSou,2014-08-28 18:00:00,Texas A&M,South Carolina,1,Away,0.16000000000000003,0.64
2014,2014828ChaCen,2014-08-28 19:00:00,Chattanooga,Central Michigan,0,Away,0.0,0.0
2014,2014828PreNor,2014-08-28 19:00:00,Presbyterian,Northern Illinois,0,Away,0.0,0.0
2014,2014828EasMin,2014-08-28 19:00:00,Eastern Illinois,Minnesota,0,Away,0.0,0.0
2014,2014828AkrHow,2014-08-28 19:00:00,Akron,Howard,1,Home,0.0,0.0
2014,2014828HowAkr,2014-08-28 19:00:00,Howard,Akron,0,Away,0.0,0.0
2014,2014828CenCha,2014-08-28 19:00:00,Central Michigan,Chattanooga,1,Home,0.0,0.0
2014,2014828NorPre,2014-08-28 19:00:00,Northern Illinois,Presbyterian,1,Home,0.0,0.0
2014,2014828MinEas,2014-08-28 19:00:00,Minnesota,Eastern Illinois,1,Home,0.0,0.0
2014,2014828LouWak,2014-08-28 19:02:00,Louisiana-Monroe,Wake Forest,1,Home,0.0,0.0
2014,2014828WakLou,2014-08-28 19:02:00,Wake Forest,Louisiana-Monroe,0,Away,0.0,0.0
2014,2014828IdaUta,2014-08-28 19:30:00,Idaho State,Utah,0,Away,0.0,0.0
2014,2014828UtaIda,2014-08-28 19:30:00,Utah,Idaho State,1,Home,0.0,0.0
2014,2014828BoiMis,2014-08-28 20:00:00,Boise State,Mississippi,0,Away,0.0,0.28
2014,2014828TulTul,2014-08-28 20:00:00,Tulane,Tulsa,0,Away,0.0,0.0
2014,2014828NewCal,2014-08-28 20:00:00,New Mexico State,Cal Poly,1,Home,0.0,0.0
2014,2014828TulTul,2014-08-28 20:00:00,Tulsa,Tulane,1,Home,0.0,0.0
2014,2014828CalNew,2014-08-28 20:00:00,Cal Poly,New Mexico State,0,Away,0.0,0.0
2014,2014828MisBoi,2014-08-28 20:00:00,Mississippi,Boise State,1,Home,0.28,0.0
2014,2014828NorSan,2014-08-28 22:00:00,North Dakota,San Jose State,0,Away,0.0,0.0
2014,2014828WasRut,2014-08-28 22:00:00,Washington State,Rutgers,0,Away,0.0,0.0
2014,2014828RutWas,2014-08-28 22:00:00,Rutgers,Washington State,1,Home,0.0,0.0
2014,2014828SanNor,2014-08-28 22:00:00,San Jose State,North Dakota,1,Home,0.0,0.0
2014,2014828WebAri,2014-08-28 22:30:00,Weber State,Arizona State,0,Away,0.0,0.24
2014,2014828AriWeb,2014-08-28 22:30:00,Arizona State,Weber State,1,Home,0.24,0.0
2014,2014828VanTem,2014-08-28 22:50:00,Vanderbilt,Temple,0,Home,0.0,0.0
2014,2014828TemVan,2014-08-28 22:50:00,Temple,Vanderbilt,1,Away,0.0,0.0
2014,2014829ConBri,2014-08-29 19:00:00,Connecticut,Brigham Young,0,Home,0.0,0.0
2014,2014829BriCon,2014-08-29 19:00:00,Brigham Young,Connecticut,1,Away,0.0,0.0
2014,2014829BowWes,2014-08-29 19:30:00,Bowling Green State,Western Kentucky,0,Away,0.0,0.0
2014,2014829VilSyr,2014-08-29 19:30:00,Villanova,Syracuse,0,Away,0.0,0.0
2014,2014829JacMic,2014-08-29 19:30:00,Jacksonville State,Michigan State,0,Away,0.0,0.6799999999999999
2014,2014829SyrVil,2014-08-29 19:30:00,Syracuse,Villanova,1,Home,0.0,0.0
2014,2014829MicJac,2014-08-29 19:30:00,Michigan State,Jacksonville State,1,Home,0.6799999999999999,0.0
2014,2014829WesBow,2014-08-29 19:30:00,Western Kentucky,Bowling Green State,1,Home,0.0,0.0
2014,2014829ColCol,2014-08-29 21:00:00,Colorado,Colorado State,0,Away,0.0,0.0
2014,2014829TexHou,2014-08-29 21:00:00,Texas-San Antonio,Houston,1,Away,0.0,0.0
2014,2014829HouTex,2014-08-29 21:00:00,Houston,Texas-San Antonio,0,Home,0.0,0.0
2014,2014829ColCol,2014-08-29 21:00:00,Colorado State,Colorado,1,Home,0.0,0.0
2014,2014829AriNev,2014-08-29 22:30:00,Arizona,Nevada-Las Vegas,1,Home,0.0,0.0
2014,2014829NevAri,2014-08-29 22:30:00,Nevada-Las Vegas,Arizona,0,Away,0.0,0.0
2014,2014830CenPen,2014-08-30 08:30:00,Central Florida,Penn State,0,Away,0.0,0.0
2014,2014830PenCen,2014-08-30 08:30:00,Penn State,Central Florida,1,Home,0.0,0.0
2014,2014830PitDel,2014-08-30 12:00:00,Pittsburgh,Delaware,1,Home,0.0,0.0
2014,2014830NorIow,2014-08-30 12:00:00,Northern Iowa,Iowa,0,Away,0.0,0.0
2014,2014830IndInd,2014-08-30 12:00:00,Indiana State,Indiana,0,Away,0.0,0.0
2014,2014830YouIll,2014-08-30 12:00:00,Youngstown State,Illinois,0,Away,0.0,0.0
2014,2014830UCLVir,2014-08-30 12:00:00,UCLA,Virginia,1,Away,0.72,0.0
2014,2014830TroAla,2014-08-30 12:00:00,Troy,Alabama-Birmingham,0,Away,0.0,0.0
2014,2014830WesPur,2014-08-30 12:00:00,Western Michigan,Purdue,0,Away,0.0,0.0
2014,2014830DelPit,2014-08-30 12:00:00,Delaware,Pittsburgh,0,Away,0.0,0.0
2014,2014830KenTen,2014-08-30 12:00:00,Kentucky,Tennessee-Martin,1,Home,0.0,0.0
2014,2014830IowNor,2014-08-30 12:00:00,Iowa,Northern Iowa,1,Home,0.0,0.0
2014,2014830IndInd,2014-08-30 12:00:00,Indiana,Indiana State,1,Home,0.0,0.0
2014,2014830NavOhi,2014-08-30 12:00:00,Navy,Ohio State,0,Away,0.0,0.8
2014,2014830IllYou,2014-08-30 12:00:00,Illinois,Youngstown State,1,Home,0.0,0.0
2014,2014830VirUCL,2014-08-30 12:00:00,Virginia,UCLA,0,Home,0.0,0.72
2014,2014830AppMic,2014-08-30 12:00:00,Appalachian State,Michigan,0,Away,0.0,0.0
2014,2014830PurWes,2014-08-30 12:00:00,Purdue,Western Michigan,1,Home,0.0,0.0
2014,2014830TenKen,2014-08-30 12:00:00,Tennessee-Martin,Kentucky,0,Away,0.0,0.0
2014,2014830IowNor,2014-08-30 12:00:00,Iowa State,North Dakota State,0,Home,0.0,0.0
2014,2014830OhiNav,2014-08-30 12:00:00,Ohio State,Navy,1,Home,0.8,0.0
2014,2014830MicApp,2014-08-30 12:00:00,Michigan,Appalachian State,1,Home,0.0,0.0
2014,2014830NorIow,2014-08-30 12:00:00,North Dakota State,Iowa State,1,Away,0.0,0.0
2014,2014830AlaTro,2014-08-30 12:00:00,Alabama-Birmingham,Troy,1,Home,0.0,0.0
2014,2014830GeoWof,2014-08-30 12:30:00,Georgia Tech,Wofford,1,Home,0.0,0.0
2014,2014830NorGeo,2014-08-30 12:30:00,North Carolina State,Georgia Southern,1,Home,0.0,0.0
2014,2014830WofGeo,2014-08-30 12:30:00,Wofford,Georgia Tech,0,Away,0.0,0.0
2014,2014830GeoNor,2014-08-30 12:30:00,Georgia Southern,North Carolina State,0,Away,0.0,0.0
2014,2014830BalCol,2014-08-30 14:00:00,Ball State,Colgate,1,Home,0.0,0.0
2014,2014830NicAir,2014-08-30 14:00:00,Nicholls State,Air Force,0,Away,0.0,0.0
2014,2014830AirNic,2014-08-30 14:00:00,Air Force,Nicholls State,1,Home,0.0,0.0
2014,2014830ColBal,2014-08-30 14:00:00,Colgate,Ball State,0,Away,0.0,0.0
2014,2014830SouNev,2014-08-30 15:00:00,Southern Utah,Nevada,0,Away,0.0,0.0
2014,2014830MasBos,2014-08-30 15:00:00,Massachusetts,Boston College,0,Away,0.0,0.0
2014,2014830NevSou,2014-08-30 15:00:00,Nevada,Southern Utah,1,Home,0.0,0.0
2014,2014830BosMas,2014-08-30 15:00:00,Boston College,Massachusetts,1,Home,0.0,0.0
2014,2014830DuqBuf,2014-08-30 15:30:00,Duquesne,Buffalo,0,Away,0.0,0.0
2014,2014830NorCal,2014-08-30 15:30:00,Northwestern,California,0,Home,0.0,0.0
2014,2014830MiaMar,2014-08-30 15:30:00,Miami (OH),Marshall,0,Home,0.0,0.0
2014,2014830WesAla,2014-08-30 15:30:00,West Virginia,Alabama,0,Away,0.0,0.92
2014,2014830JamMar,2014-08-30 15:30:00,James Madison,Maryland,0,Away,0.0,0.0
2014,2014830CalNor,2014-08-30 15:30:00,California,Northwestern,1,Away,0.0,0.0
2014,2014830AlaWes,2014-08-30 15:30:00,Alabama,West Virginia,1,Home,0.92,0.0
2014,2014830BufDuq,2014-08-30 15:30:00,Buffalo,Duquesne,1,Home,0.0,0.0
2014,2014830MarJam,2014-08-30 15:30:00,Maryland,James Madison,1,Home,0.0,0.0
2014,2014830MarMia,2014-08-30 15:30:00,Marshall,Miami (OH),1,Away,0.0,0.0
2014,2014830MisSou,2014-08-30 15:30:00,Missouri,South Dakota State,1,Home,0.040000000000000036,0.0
2014,2014830NebFlo,2014-08-30 15:30:00,Nebraska,Florida Atlantic,1,Home,0.12,0.0
2014,2014830NotRic,2014-08-30 15:30:00,Notre Dame,Rice,1,Home,0.31999999999999995,0.0
2014,2014830OldHam,2014-08-30 15:30:00,Old Dominion,Hampton,1,Home,0.0,0.0
2014,2014830RicNot,2014-08-30 15:30:00,Rice,Notre Dame,0,Away,0.0,0.31999999999999995
2014,2014830FloNeb,2014-08-30 15:30:00,Florida Atlantic,Nebraska,0,Away,0.0,0.12
2014,2014830SouMis,2014-08-30 15:30:00,South Dakota State,Missouri,0,Away,0.0,0.040000000000000036
2014,2014830HamOld,2014-08-30 15:30:00,Hampton,Old Dominion,0,Away,0.0,0.0
2014,2014830AubArk,2014-08-30 16:00:00,Auburn,Arkansas,1,Home,0.76,0.0
2014,2014830OrePor,2014-08-30 16:00:00,Oregon State,Portland State,1,Home,0.0,0.0
2014,2014830MonWyo,2014-08-30 16:00:00,Montana,Wyoming,0,Away,0.0,0.0
2014,2014830PorOre,2014-08-30 16:00:00,Portland State,Oregon State,0,Away,0.0,0.0
2014,2014830StaCal,2014-08-30 16:00:00,Stanford,California-Davis,1,Home,0.56,0.0
2014,2014830WilVir,2014-08-30 16:00:00,William & Mary,Virginia Tech,0,Away,0.0,0.0
2014,2014830ArkAub,2014-08-30 16:00:00,Arkansas,Auburn,0,Away,0.0,0.76
2014,2014830CalSta,2014-08-30 16:00:00,California-Davis,Stanford,0,Away,0.0,0.56
2014,2014830WyoMon,2014-08-30 16:00:00,Wyoming,Montana,1,Home,0.0,0.0
2014,2014830VirWil,2014-08-30 16:00:00,Virginia Tech,William & Mary,1,Home,0.0,0.0
2014,2014830CleGeo,2014-08-30 17:30:00,Clemson,Georgia,0,Away,0.36,0.52
2014,2014830GeoCle,2014-08-30 17:30:00,Georgia,Clemson,1,Home,0.52,0.36
2014,2014830NorLib,2014-08-30 18:00:00,North Carolina,Liberty,1,Home,0.07999999999999996,0.0
2014,2014830KenOhi,2014-08-30 18:00:00,Kent State,Ohio,0,Home,0.0,0.0
2014,2014830EasMor,2014-08-30 18:00:00,Eastern Michigan,Morgan State,1,Home,0.0,0.0
2014,2014830LibNor,2014-08-30 18:00:00,Liberty,North Carolina,0,Away,0.0,0.07999999999999996
2014,2014830DukElo,2014-08-30 18:00:00,Duke,Elon,1,Home,0.0,0.0
2014,2014830EloDuk,2014-08-30 18:00:00,Elon,Duke,0,Away,0.0,0.0
2014,2014830MorEas,2014-08-30 18:00:00,Morgan State,Eastern Michigan,0,Away,0.0,0.0
2014,2014830OhiKen,2014-08-30 18:00:00,Ohio,Kent State,1,Away,0.0,0.0
2014,2014830CenTex,2014-08-30 19:00:00,Central Arkansas,Texas Tech,0,Away,0.0,0.0
2014,2014830ArkTex,2014-08-30 19:00:00,Arkansas-Pine Bluff,Texas State,0,Away,0.0,0.0
2014,2014830NewTol,2014-08-30 19:00:00,New Hampshire,Toledo,0,Away,0.0,0.0
2014,2014830MonArk,2014-08-30 19:00:00,Montana State,Arkansas State,0,Away,0.0,0.0
2014,2014830LouOkl,2014-08-30 19:00:00,Louisiana Tech,Oklahoma,0,Away,0.0,0.84
2014,2014830WesSou,2014-08-30 19:00:00,Western Carolina,South Florida,0,Away,0.0,0.0
2014,2014830SavMid,2014-08-30 19:00:00,Savannah State,Middle Tennessee State,0,Away,0.0,0.0
2014,2014830FloBet,2014-08-30 19:00:00,Florida International,Bethune-Cookman,0,Home,0.0,0.0
2014,2014830NorSan,2014-08-30 19:00:00,Northern Arizona,San Diego State,0,Away,0.0,0.0
2014,2014830SamTex,2014-08-30 19:00:00,Samford,Texas Christian,0,Away,0.0,0.0
2014,2014830AusMem,2014-08-30 19:00:00,Austin Peay,Memphis,0,Away,0.0,0.0
2014,2014830SouLou,2014-08-30 19:00:00,Southern,Louisiana,0,Away,0.0,0.0
2014,2014830ArkMon,2014-08-30 19:00:00,Arkansas State,Montana State,1,Home,0.0,0.0
2014,2014830TolNew,2014-08-30 19:00:00,Toledo,New Hampshire,1,Home,0.0,0.0
2014,2014830BetFlo,2014-08-30 19:00:00,Bethune-Cookman,Florida International,1,Away,0.0,0.0
2014,2014830TexCen,2014-08-30 19:00:00,Texas Tech,Central Arkansas,1,Home,0.0,0.0
2014,2014830TexArk,2014-08-30 19:00:00,Texas State,Arkansas-Pine Bluff,1,Home,0.0,0.0
2014,2014830TexSam,2014-08-30 19:00:00,Texas Christian,Samford,1,Home,0.0,0.0
2014,2014830SouWes,2014-08-30 19:00:00,South Florida,Western Carolina,1,Home,0.0,0.0
2014,2014830OklLou,2014-08-30 19:00:00,Oklahoma,Louisiana Tech,1,Home,0.84,0.0
2014,2014830SanNor,2014-08-30 19:00:00,San Diego State,Northern Arizona,1,Home,0.0,0.0
2014,2014830LouSou,2014-08-30 19:00:00,Louisiana,Southern,1,Home,0.0,0.0
2014,2014830MemAus,2014-08-30 19:00:00,Memphis,Austin Peay,1,Home,0.0,0.0
2014,2014830MidSav,2014-08-30 19:00:00,Middle Tennessee State,Savannah State,1,Home,0.0,0.0
2014,2014830SteKan,2014-08-30 19:10:00,Stephen F. Austin,Kansas State,0,Away,0.0,0.19999999999999996
2014,2014830KanSte,2014-08-30 19:10:00,Kansas State,Stephen F. Austin,1,Home,0.19999999999999996,0.0
2014,2014830SouMis,2014-08-30 19:30:00,Southern Mississippi,Mississippi State,0,Away,0.0,0.0
2014,2014830FreSou,2014-08-30 19:30:00,Fresno State,Southern California,0,Away,0.0,0.4
2014,2014830MisSou,2014-08-30 19:30:00,Mississippi State,Southern Mississippi,1,Home,0.0,0.0
2014,2014830SouFre,2014-08-30 19:30:00,Southern California,Fresno State,1,Home,0.4,0.0
2014,2014830NewTex,2014-08-30 20:00:00,New Mexico,Texas-El Paso,0,Home,0.0,0.0
2014,2014830OklFlo,2014-08-30 20:00:00,Oklahoma State,Florida State,0,Away,0.0,0.96
2014,2014830TexNew,2014-08-30 20:00:00,Texas-El Paso,New Mexico,1,Away,0.0,0.0
2014,2014830FloOkl,2014-08-30 20:00:00,Florida State,Oklahoma State,1,Home,0.96,0.0
2014,2014830EasNor,2014-08-30 20:00:00,East Carolina,North Carolina Central,1,Home,0.0,0.0
2014,2014830NorTex,2014-08-30 20:00:00,North Texas,Texas,0,Away,0.0,0.0
2014,2014830TexNor,2014-08-30 20:00:00,Texas,North Texas,1,Home,0.0,0.0
2014,2014830NorEas,2014-08-30 20:00:00,North Carolina Central,East Carolina,0,Away,0.0,0.0
2014,2014830WisLou,2014-08-30 21:15:00,Wisconsin,Louisiana State,0,Away,0.43999999999999995,0.48
2014,2014830LouWis,2014-08-30 21:15:00,Louisiana State,Wisconsin,1,Home,0.48,0.43999999999999995
2014,2014830OreSou,2014-08-30 22:30:00,Oregon,South Dakota,1,Home,0.88,0.0
2014,2014830SouOre,2014-08-30 22:30:00,South Dakota,Oregon,0,Away,0.0,0.88
2014,2014830WasHaw,2014-08-30 22:30:00,Washington,Hawaii,1,Away,0.0,0.0
2014,2014830HawWas,2014-08-30 22:30:00,Hawaii,Washington,0,Home,0.0,0.0
2014,2014831TenUta,2014-08-31 19:00:00,Tennessee,Utah State,1,Home,0.0,0.0
2014,2014831UtaTen,2014-08-31 19:00:00,Utah State,Tennessee,0,Away,0.0,0.0
2014,2014831SouBay,2014-08-31 19:30:00,Southern Methodist,Baylor,0,Away,0.0,0.6
2014,2014831BaySou,2014-08-31 19:30:00,Baylor,Southern Methodist,1,Home,0.6,0.0
2014,201491LouMia,2014-09-01 20:00:00,Louisville,Miami (FL),1,Home,0.0,0.0
2014,201491MiaLou,2014-09-01 20:00:00,Miami (FL),Louisville,0,Away,0.0,0.0
2014,201494TexAri,2014-09-04 20:00:00,Texas-San Antonio,Arizona,0,Home,0.0,0.0
2014,201494AriTex,2014-09-04 20:00:00,Arizona,Texas-San Antonio,1,Away,0.0,0.0
2014,201495BosPit,2014-09-05 19:00:00,Boston College,Pittsburgh,0,Home,0.0,0.0
2014,201495PitBos,2014-09-05 19:00:00,Pittsburgh,Boston College,1,Away,0.0,0.0
2014,201495NevWas,2014-09-05 22:30:00,Nevada,Washington State,1,Home,0.0,0.0
2014,201495WasNev,2014-09-05 22:30:00,Washington State,Nevada,0,Away,0.0,0.0
2014,201496MisTol,2014-09-06 12:00:00,Missouri,Toledo,1,Away,0.040000000000000036,0.0
2014,201496CenPur,2014-09-06 12:00:00,Central Michigan,Purdue,1,Away,0.0,0.0
2014,201496ConSto,2014-09-06 12:00:00,Connecticut,Stony Brook,1,Home,0.0,0.0
2014,201496IllWes,2014-09-06 12:00:00,Illinois,Western Kentucky,1,Home,0.0,0.0
2014,201496KanIow,2014-09-06 12:00:00,Kansas State,Iowa State,1,Away,0.19999999999999996,0.0
2014,201496NebMcN,2014-09-06 12:00:00,Nebraska,McNeese State,1,Home,0.24,0.0
2014,201496AlaFlo,2014-09-06 12:00:00,Alabama,Florida Atlantic,1,Home,0.92,0.0
2014,201496FloAla,2014-09-06 12:00:00,Florida Atlantic,Alabama,0,Away,0.0,0.92
2014,201496ArmBuf,2014-09-06 12:00:00,Army,Buffalo,1,Home,0.0,0.0
2014,201496WesIll,2014-09-06 12:00:00,Western Kentucky,Illinois,0,Away,0.0,0.0
2014,201496IowKan,2014-09-06 12:00:00,Iowa State,Kansas State,0,Home,0.0,0.19999999999999996
2014,201496StoCon,2014-09-06 12:00:00,Stony Brook,Connecticut,0,Away,0.0,0.0
2014,201496TenArk,2014-09-06 12:00:00,Tennessee,Arkansas State,1,Home,0.0,0.0
2014,201496PurCen,2014-09-06 12:00:00,Purdue,Central Michigan,0,Home,0.0,0.0
2014,201496TolMis,2014-09-06 12:00:00,Toledo,Missouri,0,Home,0.0,0.040000000000000036
2014,201496WisWes,2014-09-06 12:00:00,Wisconsin,Western Illinois,1,Home,0.28,0.0
2014,201496McNNeb,2014-09-06 12:00:00,McNeese State,Nebraska,0,Away,0.0,0.24
2014,201496RutHow,2014-09-06 12:00:00,Rutgers,Howard,1,Home,0.0,0.0
2014,201496SouNor,2014-09-06 12:00:00,Southern Methodist,North Texas,0,Away,0.0,0.0
2014,201496PenAkr,2014-09-06 12:00:00,Penn State,Akron,1,Home,0.0,0.0
2014,201496WesWis,2014-09-06 12:00:00,Western Illinois,Wisconsin,0,Away,0.0,0.28
2014,201496ArkTen,2014-09-06 12:00:00,Arkansas State,Tennessee,0,Away,0.0,0.0
2014,201496AkrPen,2014-09-06 12:00:00,Akron,Penn State,0,Away,0.0,0.0
2014,201496HowRut,2014-09-06 12:00:00,Howard,Rutgers,0,Away,0.0,0.0
2014,201496NorSou,2014-09-06 12:00:00,North Texas,Southern Methodist,1,Home,0.0,0.0
2014,201496BufArm,2014-09-06 12:00:00,Buffalo,Army,0,Away,0.0,0.0
2014,201496TulOkl,2014-09-06 12:00:00,Tulsa,Oklahoma,0,Home,0.0,0.84
2014,201496OklTul,2014-09-06 12:00:00,Oklahoma,Tulsa,1,Away,0.84,0.0
2014,201496CleSou,2014-09-06 12:30:00,Clemson,South Carolina State,1,Home,0.07999999999999996,0.0
2014,201496SouCle,2014-09-06 12:30:00,South Carolina State,Clemson,0,Away,0.0,0.07999999999999996
2014,201496NavTem,2014-09-06 13:00:00,Navy,Temple,1,Away,0.0,0.0
2014,201496TemNav,2014-09-06 13:00:00,Temple,Navy,0,Home,0.0,0.0
2014,201496AlaMis,2014-09-06 14:00:00,Alabama-Birmingham,Mississippi State,0,Away,0.0,0.0
2014,201496KenSou,2014-09-06 14:00:00,Kent State,South Alabama,0,Home,0.0,0.0
2014,201496NewGeo,2014-09-06 14:00:00,New Mexico State,Georgia State,1,Away,0.0,0.0
2014,201496GeoNew,2014-09-06 14:00:00,Georgia State,New Mexico State,0,Home,0.0,0.0
2014,201496MisAla,2014-09-06 14:00:00,Mississippi State,Alabama-Birmingham,1,Home,0.0,0.0
2014,201496SouKen,2014-09-06 14:00:00,South Alabama,Kent State,1,Away,0.0,0.0
2014,201496MasCol,2014-09-06 15:00:00,Massachusetts,Colorado,0,Away,0.0,0.0
2014,201496UtaFre,2014-09-06 15:00:00,Utah,Fresno State,1,Home,0.0,0.0
2014,201496WasEas,2014-09-06 15:00:00,Washington,Eastern Washington,1,Home,0.0,0.0
2014,201496SacCal,2014-09-06 15:00:00,Sacramento State,California,0,Away,0.0,0.0
2014,201496EasWas,2014-09-06 15:00:00,Eastern Washington,Washington,0,Away,0.0,0.0
2014,201496ColMas,2014-09-06 15:00:00,Colorado,Massachusetts,1,Home,0.0,0.0
2014,201496CalSac,2014-09-06 15:00:00,California,Sacramento State,1,Home,0.0,0.0
2014,201496FreUta,2014-09-06 15:00:00,Fresno State,Utah,0,Away,0.0,0.0
2014,201496NorNor,2014-09-06 15:30:00,Northwestern,Northern Illinois,0,Home,0.0,0.0
2014,201496SouMar,2014-09-06 15:30:00,South Florida,Maryland,0,Home,0.0,0.0
2014,201496BowVir,2014-09-06 15:30:00,Bowling Green State,Virginia Military Institute,1,Home,0.0,0.0
2014,201496MisOkl,2014-09-06 15:30:00,Missouri State,Oklahoma State,0,Away,0.0,0.0
2014,201496MiaEas,2014-09-06 15:30:00,Miami (OH),Eastern Kentucky,0,Home,0.0,0.0
2014,201496VirBow,2014-09-06 15:30:00,Virginia Military Institute,Bowling Green State,0,Away,0.0,0.0
2014,201496VirRic,2014-09-06 15:30:00,Virginia,Richmond,1,Home,0.0,0.0
2014,201496OklMis,2014-09-06 15:30:00,Oklahoma State,Missouri State,1,Home,0.0,0.0
2014,201496StaSou,2014-09-06 15:30:00,Stanford,Southern California,0,Home,0.48,0.43999999999999995
2014,201496OhiKen,2014-09-06 15:30:00,Ohio,Kentucky,0,Away,0.0,0.0
2014,201496BalIow,2014-09-06 15:30:00,Ball State,Iowa,0,Away,0.0,0.0
2014,201496EasMia,2014-09-06 15:30:00,Eastern Kentucky,Miami (OH),1,Away,0.0,0.0
2014,201496NorNor,2014-09-06 15:30:00,Northern Illinois,Northwestern,1,Away,0.0,0.0
2014,201496MinMid,2014-09-06 15:30:00,Minnesota,Middle Tennessee State,1,Home,0.0,0.0
2014,201496MarSou,2014-09-06 15:30:00,Maryland,South Florida,1,Away,0.0,0.0
2014,201496KenOhi,2014-09-06 15:30:00,Kentucky,Ohio,1,Home,0.0,0.0
2014,201496RicVir,2014-09-06 15:30:00,Richmond,Virginia,0,Away,0.0,0.0
2014,201496IowBal,2014-09-06 15:30:00,Iowa,Ball State,1,Home,0.0,0.0
2014,201496SouSta,2014-09-06 15:30:00,Southern California,Stanford,1,Away,0.43999999999999995,0.48
2014,201496MidMin,2014-09-06 15:30:00,Middle Tennessee State,Minnesota,0,Away,0.0,0.0
2014,201496NicArk,2014-09-06 16:00:00,Nicholls State,Arkansas,0,Away,0.0,0.0
2014,201496GeoTul,2014-09-06 16:00:00,Georgia Tech,Tulane,1,Away,0.0,0.0
2014,201496ArkNic,2014-09-06 16:00:00,Arkansas,Nicholls State,1,Home,0.0,0.0
2014,201496EasFlo,2014-09-06 16:00:00,Eastern Michigan,Florida,0,Away,0.0,0.0
2014,201496TulGeo,2014-09-06 16:00:00,Tulane,Georgia Tech,0,Home,0.0,0.0
2014,201496FloEas,2014-09-06 16:00:00,Florida,Eastern Michigan,1,Home,0.0,0.0
2014,201496MisVan,2014-09-06 16:30:00,Mississippi,Vanderbilt,1,Home,0.4,0.0
2014,201496VanMis,2014-09-06 16:30:00,Vanderbilt,Mississippi,0,Away,0.0,0.4
2014,201496OldNor,2014-09-06 18:00:00,Old Dominion,North Carolina State,0,Away,0.0,0.0
2014,201496GeoSav,2014-09-06 18:00:00,Georgia Southern,Savannah State,1,Home,0.0,0.0
2014,201496WagFlo,2014-09-06 18:00:00,Wagner,Florida International,0,Away,0.0,0.0
2014,201496SavGeo,2014-09-06 18:00:00,Savannah State,Georgia Southern,0,Away,0.0,0.0
2014,201496FloWag,2014-09-06 18:00:00,Florida International,Wagner,1,Home,0.0,0.0
2014,201496AppCam,2014-09-06 18:00:00,Appalachian State,Campbell,1,Home,0.0,0.0
2014,201496CamApp,2014-09-06 18:00:00,Campbell,Appalachian State,0,Away,0.0,0.0
2014,201496NorOld,2014-09-06 18:00:00,North Carolina State,Old Dominion,1,Home,0.0,0.0
2014,201496OreMic,2014-09-06 18:30:00,Oregon,Michigan State,1,Home,0.88,0.72
2014,201496WakGar,2014-09-06 18:30:00,Wake Forest,Gardner-Webb,1,Home,0.0,0.0
2014,201496MicOre,2014-09-06 18:30:00,Michigan State,Oregon,0,Away,0.72,0.88
2014,201496GarWak,2014-09-06 18:30:00,Gardner-Webb,Wake Forest,0,Away,0.0,0.0
2014,201496MurLou,2014-09-06 19:00:00,Murray State,Louisville,0,Away,0.0,0.0
2014,201496SouKan,2014-09-06 19:00:00,Southeast Missouri State,Kansas,0,Away,0.0,0.0
2014,201496FloMia,2014-09-06 19:00:00,Florida A&M,Miami (FL),0,Away,0.0,0.0
2014,201496AubSan,2014-09-06 19:00:00,Auburn,San Jose State,1,Home,0.8,0.0
2014,201496NewAri,2014-09-06 19:00:00,New Mexico,Arizona State,0,Home,0.0,0.31999999999999995
2014,201496AriNew,2014-09-06 19:00:00,Arizona State,New Mexico,1,Away,0.31999999999999995,0.0
2014,201496TroDuk,2014-09-06 19:00:00,Troy,Duke,0,Home,0.0,0.0
2014,201496SouAlc,2014-09-06 19:00:00,Southern Mississippi,Alcorn State,1,Home,0.0,0.0
2014,201496SouEas,2014-09-06 19:00:00,South Carolina,East Carolina,1,Home,0.16000000000000003,0.0
2014,201496EasSou,2014-09-06 19:00:00,East Carolina,South Carolina,0,Away,0.0,0.16000000000000003
2014,201496AlcSou,2014-09-06 19:00:00,Alcorn State,Southern Mississippi,0,Away,0.0,0.0
2014,201496IdaLou,2014-09-06 19:00:00,Idaho,Louisiana-Monroe,0,Away,0.0,0.0
2014,201496LouIda,2014-09-06 19:00:00,Louisiana-Monroe,Idaho,1,Home,0.0,0.0
2014,201496MiaFlo,2014-09-06 19:00:00,Miami (FL),Florida A&M,1,Home,0.0,0.0
2014,201496LouMur,2014-09-06 19:00:00,Louisville,Murray State,1,Home,0.0,0.0
2014,201496SanAub,2014-09-06 19:00:00,San Jose State,Auburn,0,Away,0.0,0.8
2014,201496LouLou,2014-09-06 19:00:00,Louisiana Tech,Louisiana,1,Away,0.0,0.0
2014,201496KanSou,2014-09-06 19:00:00,Kansas,Southeast Missouri State,1,Home,0.0,0.0
2014,201496LouLou,2014-09-06 19:00:00,Louisiana,Louisiana Tech,0,Home,0.0,0.0
2014,201496DukTro,2014-09-06 19:00:00,Duke,Troy,1,Away,0.0,0.0
