,Season,Game,Date,Team,Loc,Opp,Result,Pass_cmp,Pass_att,Pass_pct,Pass_yds,Pass_TD,Rush_att,Rush_yds,Rush_avg,Rush_TD,TO_plays,TO_yds,TO_avg,FD_pass,FD_rush,FD_pen,FD_tot,Pen_num,Pen_yds,Turn_fum,Turn_int,Turn_tot
0,2018,1,2018-09-01,Air Force,,Stony Brook,W (38-0),7,20,35.0,45,0,30,30,1.0,0,50,75,1.5,2,1,1,4,8,63,1,1,2
1,2018,2,2018-09-08,Air Force,@,Florida Atlantic,L (27-33),33,40,82.5,471,3,29,54,1.9,1,69,525,7.6,21,3,1,25,8,87,1,0,1
2,2018,3,2018-09-22,Air Force,@,Utah State,L (32-42),26,38,68.4,356,2,24,133,5.5,4,62,489,7.9,19,3,0,22,5,35,2,0,2
3,2018,4,2018-09-29,Air Force,,Nevada,L (25-28),24,33,72.7,259,4,34,177,5.2,0,67,436,6.5,12,7,0,19,13,103,1,1,2
4,2018,5,2018-10-06,Air Force,,Navy,W (35-7),3,12,25.0,49,0,41,129,3.1,1,53,178,3.4,2,7,0,9,4,40,0,0,0
5,2018,6,2018-10-12,Air Force,@,San Diego State,L (17-21),9,25,36.0,213,1,34,84,2.5,1,59,297,5.0,8,5,0,13,8,55,0,1,1
6,2018,7,2018-10-19,Air Force,@,Nevada-Las Vegas,W (41-35),26,38,68.4,261,3,33,139,4.2,2,71,400,5.6,12,6,5,23,6,40,0,1,1
7,2018,8,2018-10-27,Air Force,,Boise State,L (38-48),22,36,61.1,409,5,33,121,3.7,1,69,530,7.7,16,9,1,26,1,15,0,0,0
8,2018,9,2018-11-03,Air Force,@,Army,L (14-17),3,5,60.0,44,0,59,242,4.1,2,64,286,4.5,0,15,1,16,5,69,0,0,0
9,2018,10,2018-11-10,Air Force,,New Mexico,W (42-24),13,18,72.2,186,0,36,119,3.3,2,54,305,5.6,5,9,0,14,0,0,1,1,2
10,2018,11,2018-11-17,Air Force,@,Wyoming,L (27-35),15,29,51.7,262,2,29,111,3.8,3,58,373,6.4,9,7,2,18,5,35,1,0,1
11,2018,12,2018-11-22,Air Force,,Colorado State,W (27-19),19,32,59.4,373,3,24,64,2.7,0,56,437,7.8,15,4,1,20,8,75,0,2,2
12,2018,,12 Games,Air Force,,,,200,326,61.3,2928,23,406,1403,3.5,17,732,4331,5.9,121,76,12,209,71,617,7,7,14
13,2018,1,2018-09-08,Akron,,Morgan State,W (41-7),8,22,36.4,78,0,42,114,2.7,1,64,192,3.0,5,6,2,13,8,90,1,2,3
14,2018,2,2018-09-15,Akron,@,Northwestern,W (39-34),37,58,63.8,405,3,36,86,2.4,2,94,491,5.2,19,7,4,30,3,35,1,2,3
15,2018,3,2018-09-22,Akron,@,Iowa State,L (13-26),26,34,76.5,233,1,35,132,3.8,1,69,365,5.3,12,8,1,21,5,50,2,0,2
16,2018,4,2018-10-06,Akron,,Miami (OH),L (17-41),24,33,72.7,214,1,38,208,5.5,3,71,422,5.9,10,9,0,19,6,60,1,1,2
17,2018,5,2018-10-13,Akron,@,Buffalo,L (6-24),16,30,53.3,212,1,46,223,4.8,2,76,435,5.7,9,10,1,20,5,45,0,1,1
18,2018,6,2018-10-20,Akron,@,Kent State,W (24-23),17,31,54.8,198,1,43,173,4.0,2,74,371,5.0,8,8,2,18,6,46,0,0,0
19,2018,7,2018-10-27,Akron,,Central Michigan,W (17-10),19,39,48.7,169,0,49,131,2.7,1,88,300,3.4,9,9,0,18,7,75,1,0,1
20,2018,8,2018-11-01,Akron,,Northern Illinois,L (26-36),21,28,75.0,188,1,61,296,4.9,2,89,484,5.4,12,20,2,34,7,85,1,0,1
21,2018,9,2018-11-10,Akron,@,Eastern Michigan,L (7-27),16,24,66.7,132,0,50,261,5.2,2,74,393,5.3,7,12,1,20,7,65,1,0,1
22,2018,10,2018-11-17,Akron,,Bowling Green State,L (6-21),19,27,70.4,178,2,41,221,5.4,1,68,399,5.9,7,12,3,22,8,72,1,1,2
23,2018,11,2018-11-23,Akron,@,Ohio,L (28-49),5,14,35.7,87,0,51,381,7.5,6,65,468,7.2,4,20,1,25,8,95,0,1,1
24,2018,,11 Games,Akron,,,,208,340,61.2,2094,10,492,2226,4.5,23,832,4320,5.2,102,121,17,240,70,718,9,8,17
25,2018,1,2018-09-01,Alabama,N,Louisville,W (51-14),20,39,51.3,252,2,25,27,1.1,0,64,279,4.4,13,1,5,19,11,93,0,2,2
26,2018,2,2018-09-08,Alabama,,Arkansas State,W (57-7),22,51,43.1,218,1,31,173,5.6,0,82,391,4.8,12,6,1,19,10,84,0,1,1
27,2018,3,2018-09-15,Alabama,@,Mississippi,W (62-7),7,22,31.8,133,1,37,115,3.1,0,59,248,4.2,3,5,1,9,8,67,1,2,3
28,2018,4,2018-09-22,Alabama,,Texas A&M,W (45-23),23,44,52.3,263,1,28,130,4.6,1,72,393,5.5,15,5,2,22,4,50,0,2,2
29,2018,5,2018-09-29,Alabama,,Louisiana,W (56-14),11,20,55.0,88,1,38,200,5.3,1,58,288,5.0,4,11,0,15,4,30,0,2,2
30,2018,6,2018-10-06,Alabama,@,Arkansas,W (65-31),26,40,65.0,233,3,31,172,5.5,1,71,405,5.7,12,7,3,22,2,20,2,1,3
31,2018,7,2018-10-13,Alabama,,Missouri,W (39-10),13,26,50.0,142,1,35,70,2.0,0,61,212,3.5,6,5,2,13,5,53,1,2,3
32,2018,8,2018-10-20,Alabama,@,Tennessee,W (58-21),14,25,56.0,227,2,30,31,1.0,0,55,258,4.7,9,2,2,13,9,59,1,0,1
33,2018,9,2018-11-03,Alabama,@,Louisiana State,W (29-0),18,35,51.4,184,0,25,12,0.5,0,60,196,3.3,8,3,2,13,3,15,0,1,1
34,2018,10,2018-11-10,Alabama,,Mississippi State,W (24-0),11,20,55.0,125,0,30,44,1.5,0,50,169,3.4,3,3,0,6,7,50,1,0,1
35,2018,11,2018-11-17,Alabama,,Citadel,W (50-17),0,2,0.0,0,0,60,275,4.6,2,62,275,4.4,0,11,2,13,6,50,1,0,1
36,2018,12,2018-11-24,Alabama,,Auburn,W (52-21),15,32,46.9,153,2,43,130,3.0,1,75,283,3.8,5,10,4,19,9,88,0,1,1
37,2018,,12 Games,Alabama,,,,180,356,50.6,2018,14,413,1379,3.3,6,769,3397,4.4,90,69,24,183,78,659,7,14,21
38,2018,1,2018-09-01,Alcorn State,@,Georgia Tech,L (0-41),9,18,50.0,104,1,54,439,8.1,4,72,543,7.5,4,20,1,25,3,30,2,1,3
39,2018,2,2018-11-03,Alcorn State,@,New Mexico State,L (42-52),32,44,72.7,396,4,29,133,4.6,2,73,529,7.2,14,10,0,24,2,15,1,0,1
40,2018,,2 Games,Alcorn State,,,,41,62,66.1,500,5,83,572,6.9,6,145,1072,7.4,18,30,1,49,5,45,3,1,4
41,2018,1,2018-09-01,Appalachian State,@,Penn State,L (38-45),21,36,58.3,230,1,43,204,4.7,5,79,434,5.5,11,10,3,24,2,10,0,0,0
42,2018,2,2018-09-08,Appalachian State,@,UNC Charlotte,W (45-9),12,25,48.0,108,0,43,95,2.2,0,68,203,3.0,4,8,3,15,9,80,1,1,2
43,2018,3,2018-09-22,Appalachian State,,Gardner-Webb,W (72-7),16,32,50.0,126,1,27,34,1.3,0,59,160,2.7,5,5,1,11,5,24,0,2,2
44,2018,4,2018-09-29,Appalachian State,,South Alabama,W (52-7),20,33,60.6,225,0,35,83,2.4,1,68,308,4.5,10,4,2,16,9,91,0,1,1
45,2018,5,2018-10-09,Appalachian State,@,Arkansas State,W (35-9),27,45,60.0,219,0,37,117,3.2,0,82,336,4.1,10,6,2,18,7,65,0,3,3
46,2018,6,2018-10-20,Appalachian State,,Louisiana,W (27-17),17,27,63.0,188,1,41,140,3.4,1,68,328,4.8,8,8,0,16,6,52,1,0,1
47,2018,7,2018-10-25,Appalachian State,@,Georgia Southern,L (14-34),1,3,33.3,57,1,49,278,5.7,3,52,335,6.4,1,11,2,14,2,11,0,0,0
48,2018,8,2018-11-03,Appalachian State,@,Coastal Carolina,W (23-7),14,26,53.8,106,0,26,72,2.8,0,52,178,3.4,6,5,0,11,4,27,0,1,1
49,2018,9,2018-11-10,Appalachian State,@,Texas State,W (38-7),19,30,63.3,132,1,31,86,2.8,0,61,218,3.6,8,5,2,15,3,19,2,1,3
50,2018,10,2018-11-17,Appalachian State,,Georgia State,W (45-17),10,21,47.6,132,1,34,197,5.8,1,55,329,6.0,5,10,0,15,6,61,0,2,2
51,2018,11,2018-11-24,Appalachian State,,Troy,W (21-10),18,34,52.9,170,1,28,53,1.9,0,62,223,3.6,9,2,2,13,8,45,2,2,4
52,2018,,11 Games,Appalachian State,,,,175,312,56.1,1693,7,394,1359,3.4,11,706,3052,4.3,77,74,17,168,61,485,6,13,19
53,2018,1,2018-09-01,Arizona,,Brigham Young,L (23-28),18,28,64.3,209,1,43,183,4.3,3,71,392,5.5,12,11,0,23,10,94,0,0,0
54,2018,2,2018-09-08,Arizona,@,Houston,L (18-45),19,40,47.5,254,4,40,297,7.4,2,80,551,6.9,11,14,3,28,7,56,0,0,0
55,2018,3,2018-09-15,Arizona,,Southern Utah,W (62-31),27,44,61.4,270,1,54,193,3.6,3,98,463,4.7,12,13,5,30,7,92,0,1,1
56,2018,4,2018-09-22,Arizona,@,Oregon State,W (35-14),18,26,69.2,141,2,44,97,2.2,0,70,238,3.4,7,9,2,18,5,50,0,0,0
57,2018,5,2018-09-29,Arizona,,Southern California,L (20-24),16,24,66.7,197,0,47,253,5.4,3,71,450,6.3,7,9,2,18,18,169,3,0,3
58,2018,6,2018-10-06,Arizona,,California,W (24-17),32,43,74.4,315,0,34,161,4.7,2,77,476,6.2,15,7,3,25,13,115,1,3,4
59,2018,7,2018-10-12,Arizona,@,Utah,L (10-42),16,22,72.7,265,3,46,230,5.0,3,68,495,7.3,8,12,3,23,9,94,0,1,1
60,2018,8,2018-10-20,Arizona,@,UCLA,L (30-31),22,35,62.9,307,3,47,153,3.3,1,82,460,5.6,14,6,3,23,12,103,1,0,1
61,2018,9,2018-10-27,Arizona,,Oregon,W (44-15),24,48,50.0,186,2,23,84,3.7,0,71,270,3.8,12,4,2,18,6,53,2,1,3
62,2018,10,2018-11-02,Arizona,,Colorado,W (42-34),27,43,62.8,343,3,32,40,1.3,1,75,383,5.1,18,3,6,27,5,52,1,1,2
63,2018,11,2018-11-17,Arizona,@,Washington State,L (28-69),44,56,78.6,482,7,23,123,5.3,2,79,605,7.7,20,6,5,31,3,35,0,0,0
64,2018,12,2018-11-24,Arizona,,Arizona State,L (40-41),18,31,58.1,265,1,31,136,4.4,4,62,401,6.5,10,8,2,20,9,74,0,0,0
65,2018,,12 Games,Arizona,,,,281,440,63.9,3234,27,464,1950,4.2,24,904,5184,5.7,146,102,36,284,104,987,8,7,15
66,2018,1,2018-09-01,Arizona State,,Texas-San Antonio,W (49-7),19,43,44.2,218,0,33,3,0.1,1,76,221,2.9,11,5,2,18,5,29,2,1,3
67,2018,2,2018-09-08,Arizona State,,Michigan State,W (16-13),27,39,69.2,314,1,27,63,2.3,0,66,377,5.7,17,5,1,23,9,82,0,1,1
68,2018,3,2018-09-15,Arizona State,@,San Diego State,L (21-28),12,24,50.0,129,1,58,311,5.4,2,82,440,5.4,7,18,2,27,9,85,1,0,1
69,2018,4,2018-09-22,Arizona State,@,Washington,L (20-27),15,23,65.2,202,3,39,171,4.4,0,62,373,6.0,11,12,3,26,3,30,0,1,1
70,2018,5,2018-09-29,Arizona State,,Oregon State,W (52-24),14,24,58.3,145,1,53,261,4.9,2,77,406,5.3,7,17,0,24,5,50,1,0,1
71,2018,6,2018-10-06,Arizona State,@,Colorado,L (21-28),24,33,72.7,328,2,45,166,3.7,2,78,494,6.3,12,12,1,25,6,60,0,0,0
72,2018,7,2018-10-18,Arizona State,,Stanford,L (13-20),22,29,75.9,231,1,43,127,3.0,1,72,358,5.0,10,8,6,24,5,60,0,0,0
73,2018,8,2018-10-27,Arizona State,@,Southern California,W (38-35),21,30,70.0,271,3,33,149,4.5,1,63,420,6.7,11,6,2,19,7,73,1,0,1
74,2018,9,2018-11-03,Arizona State,,Utah,W (38-20),11,26,42.3,147,1,32,178,5.6,1,58,325,5.6,6,9,2,17,3,28,0,3,3
75,2018,10,2018-11-10,Arizona State,,UCLA,W (31-28),26,35,74.3,335,2,29,104,3.6,1,64,439,6.9,17,4,3,24,7,58,0,1,1
76,2018,11,2018-11-17,Arizona State,@,Oregon,L (29-31),19,34,55.9,262,2,39,199,5.1,2,73,461,6.3,10,10,1,21,6,55,2,2,4
77,2018,12,2018-11-24,Arizona State,@,Arizona,W (41-40),21,39,53.8,282,3,44,238,5.4,1,83,520,6.3,11,12,3,26,7,62,1,1,2
78,2018,,12 Games,Arizona State,,,,231,379,60.9,2864,20,475,1970,4.1,14,854,4834,5.7,130,118,26,274,72,672,8,10,18
79,2018,1,2018-09-01,Arkansas,,Eastern Illinois,W (55-20),27,40,67.5,230,3,41,127,3.1,0,81,357,4.4,11,8,2,21,6,30,5,0,5
80,2018,2,2018-09-08,Arkansas,@,Colorado State,L (27-34),32,50,64.0,389,2,23,40,1.7,1,73,429,5.9,14,5,2,21,6,54,1,1,2
81,2018,3,2018-09-15,Arkansas,,North Texas,L (17-44),24,46,52.2,281,1,29,95,3.3,2,75,376,5.0,11,3,4,18,9,102,1,0,1
82,2018,4,2018-09-22,Arkansas,@,Auburn,L (3-34),15,22,68.2,134,0,36,91,2.5,3,58,225,3.9,6,6,1,13,7,40,0,0,0
83,2018,5,2018-09-29,Arkansas,N,Texas A&M,L (17-24),17,26,65.4,201,0,46,176,3.8,2,72,377,5.2,10,11,3,24,7,44,0,2,2
84,2018,6,2018-10-06,Arkansas,,Alabama,L (31-65),14,18,77.8,393,4,41,246,6.0,4,59,639,10.8,13,11,0,24,5,31,0,0,0
85,2018,7,2018-10-13,Arkansas,,Mississippi,L (33-37),26,35,74.3,387,2,38,224,5.9,3,73,611,8.4,15,15,2,32,4,50,0,1,1
86,2018,8,2018-10-20,Arkansas,,Tulsa,W (23-0),8,25,32.0,127,0,40,133,3.3,0,65,260,4.0,5,9,1,15,4,43,1,1,2
87,2018,9,2018-10-27,Arkansas,,Vanderbilt,L (31-45),13,19,68.4,192,2,49,250,5.1,4,68,442,6.5,8,15,2,25,7,60,0,0,0
88,2018,10,2018-11-10,Arkansas,,Louisiana State,L (17-24),15,21,71.4,195,1,48,164,3.4,2,69,359,5.2,9,9,2,20,7,69,1,0,1
89,2018,11,2018-11-17,Arkansas,@,Mississippi State,L (6-52),12,18,66.7,188,5,47,287,6.1,2,65,475,7.3,9,16,4,29,7,60,1,0,1
90,2018,12,2018-11-23,Arkansas,@,Missouri,L (0-38),17,27,63.0,227,2,42,181,4.3,2,69,408,5.9,8,8,1,17,5,49,1,0,1
91,2018,,12 Games,Arkansas,,,,220,347,63.4,2944,22,480,2014,4.2,25,827,4958,6.0,119,116,24,259,74,632,11,5,16
92,2018,1,2018-09-01,Arkansas State,,Southeast Missouri State,W (48-21),18,28,64.3,163,1,31,122,3.9,2,59,285,4.8,4,6,4,14,6,55,0,0,0
93,2018,2,2018-09-08,Arkansas State,@,Alabama,L (7-57),20,29,69.0,321,6,44,278,6.3,1,73,599,8.2,11,13,2,26,4,35,1,0,1
94,2018,3,2018-09-15,Arkansas State,@,Tulsa,W (29-20),19,27,70.4,172,1,42,167,4.0,1,69,339,4.9,7,10,2,19,8,64,2,1,3
95,2018,4,2018-09-22,Arkansas State,,Nevada-Las Vegas,W (27-20),5,21,23.8,23,0,49,310,6.3,3,70,333,4.8,2,11,2,15,6,40,1,3,4
96,2018,5,2018-09-29,Arkansas State,@,Georgia Southern,L (21-28),1,3,33.3,61,1,49,348,7.1,3,52,409,7.9,1,14,0,15,8,70,0,0,0
97,2018,6,2018-10-09,Arkansas State,,Appalachian State,L (9-35),12,27,44.4,144,2,38,246,6.5,3,65,390,6.0,4,8,3,15,4,50,0,0,0
98,2018,7,2018-10-18,Arkansas State,,Georgia State,W (51-35),20,33,60.6,299,4,43,123,2.9,1,76,422,5.6,9,11,4,24,8,80,2,0,2
99,2018,8,2018-10-27,Arkansas State,@,Louisiana,L (43-47),19,28,67.9,319,2,39,228,5.8,4,67,547,8.2,10,10,2,22,6,51,0,2,2
100,2018,9,2018-11-03,Arkansas State,,South Alabama,W (38-14),12,22,54.5,93,2,46,156,3.4,0,68,249,3.7,8,7,1,16,6,64,0,0,0
101,2018,10,2018-11-10,Arkansas State,@,Coastal Carolina,W (44-16),16,31,51.6,165,2,37,128,3.5,0,68,293,4.3,9,8,1,18,9,86,1,1,2
102,2018,11,2018-11-17,Arkansas State,,Louisiana-Monroe,W (31-17),17,28,60.7,218,1,26,58,2.2,1,54,276,5.1,10,4,2,16,5,63,0,3,3
103,2018,12,2018-11-24,Arkansas State,@,Texas State,W (33-7),16,27,59.3,133,0,40,242,6.1,1,67,375,5.6,6,10,1,17,6,50,1,0,1
104,2018,,12 Games,Arkansas State,,,,175,304,57.6,2111,22,484,2406,5.0,20,788,4517,5.7,81,112,24,217,76,708,8,10,18
105,2018,1,2018-08-31,Army,@,Duke,L (14-34),13,17,76.5,197,1,35,184,5.3,3,52,381,7.3,8,9,2,19,4,30,1,0,1
106,2018,2,2018-09-08,Army,,Liberty,W (38-14),19,37,51.4,307,2,23,110,4.8,0,60,417,7.0,14,5,2,21,6,27,2,1,3
107,2018,3,2018-09-15,Army,,Hawaii,W (28-21),20,32,62.5,321,2,13,41,3.2,1,45,362,8.0,11,3,1,15,5,30,0,0,0
108,2018,4,2018-09-22,Army,@,Oklahoma,L (21-28),11,15,73.3,165,3,25,190,7.6,1,40,355,8.9,8,10,1,19,4,20,0,1,1
109,2018,5,2018-09-29,Army,@,Buffalo,W (42-13),10,24,41.7,152,1,31,103,3.3,1,55,255,4.6,5,5,4,14,7,78,0,0,0
110,2018,6,2018-10-13,Army,N,San Jose State,W (52-3),13,18,72.2,135,0,30,36,1.2,0,48,171,3.6,7,3,0,10,7,55,4,0,4
111,2018,7,2018-10-20,Army,,Miami (OH),W (31-30),30,53,56.6,329,4,27,77,2.9,0,80,406,5.1,17,6,0,23,8,56,0,0,0
112,2018,8,2018-10-27,Army,@,Eastern Michigan,W (37-22),19,29,65.5,201,2,11,34,3.1,1,40,235,5.9,7,1,2,10,8,75,1,0,1
113,2018,9,2018-11-03,Army,,Air Force,W (17-14),12,22,54.5,197,0,35,125,3.6,2,57,322,5.6,8,7,2,17,5,55,0,1,1
114,2018,10,2018-11-10,Army,,Lafayette,W (31-13),9,16,56.3,76,1,24,83,3.5,0,40,159,4.0,4,5,0,9,1,5,0,0,0
115,2018,11,2018-11-17,Army,,Colgate,W (28-14),11,16,68.8,63,0,28,188,6.7,1,44,251,5.7,3,9,1,13,7,55,1,0,1
116,2018,,11 Games,Army,,,,167,279,59.9,2143,16,282,1171,4.2,10,561,3314,5.9,92,63,15,170,62,486,9,3,12
117,2018,1,2018-09-01,Auburn,N,Washington,W (21-16),18,32,56.3,296,1,33,102,3.1,0,65,398,6.1,12,8,4,24,10,95,1,1,2
118,2018,2,2018-09-08,Auburn,,Alabama State,W (63-9),13,29,44.8,158,1,35,47,1.3,0,64,205,3.2,5,4,1,10,10,77,1,3,4
119,2018,3,2018-09-15,Auburn,,Louisiana State,L (21-22),15,35,42.9,249,1,42,121,2.9,1,77,370,4.8,11,4,6,21,9,91,0,0,0
120,2018,4,2018-09-22,Auburn,,Arkansas,W (34-3),13,32,40.6,141,0,38,149,3.9,0,70,290,4.1,5,6,2,13,8,57,1,1,2
121,2018,5,2018-09-29,Auburn,,Southern Mississippi,W (24-13),30,44,68.2,215,1,21,45,2.1,0,65,260,4.0,11,2,2,15,7,46,1,2,3
122,2018,6,2018-10-06,Auburn,@,Mississippi State,L (9-23),9,17,52.9,69,0,57,349,6.1,2,74,418,5.6,3,18,1,22,1,15,0,1,1
123,2018,7,2018-10-13,Auburn,,Tennessee,L (24-30),21,32,65.6,328,2,35,70,2.0,0,67,398,5.9,12,4,0,16,5,40,0,0,0
124,2018,8,2018-10-20,Auburn,@,Mississippi,W (31-16),27,47,57.4,324,1,39,123,3.2,0,86,447,5.2,14,11,2,27,6,35,0,0,0
125,2018,9,2018-11-03,Auburn,,Texas A&M,W (28-24),16,32,50.0,220,1,47,201,4.3,2,79,421,5.3,11,13,4,28,7,31,1,1,2
126,2018,10,2018-11-10,Auburn,@,Georgia,L (10-27),15,23,65.2,213,2,44,309,7.0,1,67,522,7.8,8,13,3,24,12,85,0,1,1
127,2018,11,2018-11-17,Auburn,,Liberty,W (53-0),9,28,32.1,79,0,28,55,2.0,0,56,134,2.4,6,1,1,7,1,5,2,2,4
128,2018,12,2018-11-24,Auburn,@,Alabama,L (21-52),26,33,78.8,377,6,26,123,4.7,1,59,500,8.5,14,6,3,23,8,82,0,0,0
129,2018,,12 Games,Auburn,,,,212,384,55.2,2669,16,445,1694,3.8,7,829,4363,5.3,112,90,29,230,84,659,7,12,19
130,2018,1,2018-08-30,Ball State,,Central Connecticut State,W (42-6),14,28,50.0,117,0,38,174,4.6,1,66,291,4.4,7,8,1,16,9,58,1,0,1
131,2018,2,2018-09-08,Ball State,@,Notre Dame,L (16-24),17,31,54.8,297,0,39,121,3.1,3,70,418,6.0,13,7,0,20,2,20,0,3,3
132,2018,3,2018-09-15,Ball State,@,Indiana,L (10-38),24,32,75.0,202,0,44,255,5.8,4,76,457,6.0,9,13,4,26,5,45,1,0,1
133,2018,4,2018-09-22,Ball State,,Western Kentucky,L (20-28),25,35,71.4,252,2,40,192,4.8,2,75,444,5.9,12,14,3,29,11,102,0,0,0
134,2018,5,2018-09-29,Ball State,,Kent State,W (52-24),30,44,68.2,314,1,41,147,3.6,2,85,461,5.4,16,6,2,24,17,142,2,1,3
135,2018,6,2018-10-06,Ball State,,Northern Illinois,L (16-24),18,29,62.1,143,1,43,227,5.3,2,72,370,5.1,10,13,0,23,6,38,0,1,1
136,2018,7,2018-10-13,Ball State,@,Central Michigan,W (24-23),11,23,47.8,127,1,50,261,5.2,1,73,388,5.3,5,15,3,23,11,115,0,0,0
137,2018,8,2018-10-20,Ball State,,Eastern Michigan,L (20-42),22,28,78.6,257,3,49,163,3.3,3,77,420,5.5,11,10,2,23,5,65,1,0,1
138,2018,9,2018-10-25,Ball State,@,Ohio,L (14-52),12,22,54.5,143,1,57,411,7.2,6,79,554,7.0,7,21,2,30,3,20,0,1,1
139,2018,10,2018-10-31,Ball State,@,Toledo,L (13-45),25,35,71.4,327,2,38,204,5.4,3,73,531,7.3,16,8,3,27,6,45,0,5,5
140,2018,11,2018-11-13,Ball State,,Western Michigan,W (42-41),20,29,69.0,187,1,67,361,5.4,4,96,548,5.7,11,19,3,33,6,50,1,0,1
141,2018,12,2018-11-20,Ball State,@,Miami (OH),L (21-42),11,17,64.7,159,1,53,364,6.9,5,70,523,7.5,8,12,2,22,3,40,0,1,1
142,2018,,12 Games,Ball State,,,,229,353,64.9,2525,13,559,2880,5.2,36,912,5405,5.9,125,146,25,296,84,740,6,12,18
143,2018,1,2018-09-01,Baylor,,Abilene Christian,W (55-27),27,40,67.5,246,2,27,220,8.1,1,67,466,7.0,9,8,2,19,5,37,0,1,1
144,2018,2,2018-09-08,Baylor,@,Texas-San Antonio,W (37-20),18,33,54.5,157,1,26,98,3.8,1,59,255,4.3,11,5,0,16,6,30,0,1,1
145,2018,3,2018-09-15,Baylor,,Duke,L (27-40),12,30,40.0,174,3,44,225,5.1,1,74,399,5.4,7,12,1,20,0,0,0,0,0
146,2018,4,2018-09-22,Baylor,,Kansas,W (26-7),16,27,59.3,149,1,28,122,4.4,0,55,271,4.9,5,5,4,14,7,55,0,0,0
147,2018,5,2018-09-29,Baylor,@,Oklahoma,L (33-66),17,23,73.9,432,6,31,175,5.6,3,54,607,11.2,12,8,2,22,7,80,0,0,0
148,2018,6,2018-10-06,Baylor,,Kansas State,W (37-34),15,26,57.7,149,1,35,319,9.1,4,61,468,7.7,5,15,0,20,6,55,1,2,3
149,2018,7,2018-10-13,Baylor,@,Texas,L (17-23),24,39,61.5,219,1,41,170,4.1,1,80,389,4.9,13,9,3,25,8,56,0,1,1
150,2018,8,2018-10-25,Baylor,@,West Virginia,L (14-58),21,31,67.7,396,4,33,172,5.2,3,64,568,8.9,13,5,4,22,6,64,0,0,0
151,2018,9,2018-11-03,Baylor,,Oklahoma State,W (35-31),25,42,59.5,301,1,47,212,4.5,3,89,513,5.8,16,13,3,32,12,133,1,0,1
152,2018,10,2018-11-10,Baylor,@,Iowa State,L (14-28),18,23,78.3,230,1,30,127,4.2,2,53,357,6.7,12,8,1,21,4,30,0,0,0
153,2018,11,2018-11-17,Baylor,,Texas Christian,L (9-16),15,21,71.4,151,1,42,160,3.8,1,63,311,4.9,4,10,0,14,8,80,0,0,0
154,2018,12,2018-11-24,Baylor,@,Texas Tech,W (35-24),21,37,56.8,247,2,30,100,3.3,1,67,347,5.2,11,7,2,20,8,85,0,2,2
155,2018,,12 Games,Baylor,,,,229,372,61.6,2851,24,414,2100,5.1,21,786,4951,6.3,118,105,22,245,77,705,2,7,9
156,2018,1,2018-09-01,Boise State,@,Troy,W (56-20),24,34,70.6,255,1,44,124,2.8,2,78,379,4.9,13,7,1,21,3,25,3,1,4
157,2018,2,2018-09-08,Boise State,,Connecticut,W (62-7),11,21,52.4,71,1,25,122,4.9,0,46,193,4.2,3,6,0,9,7,44,0,1,1
158,2018,3,2018-09-15,Boise State,@,Oklahoma State,L (21-44),16,27,59.3,246,1,38,176,4.6,3,65,422,6.5,9,10,0,19,4,25,0,0,0
159,2018,4,2018-09-29,Boise State,@,Wyoming,W (34-14),15,26,57.7,214,1,24,81,3.4,1,50,295,5.9,7,3,1,11,6,59,1,0,1
160,2018,5,2018-10-06,Boise State,,San Diego State,L (13-19),8,15,53.3,113,0,44,154,3.5,2,59,267,4.5,4,4,1,9,8,55,2,0,2
161,2018,6,2018-10-13,Boise State,@,Nevada,W (31-27),24,42,57.1,304,2,24,82,3.4,1,66,386,5.8,11,7,5,23,4,20,2,1,3
162,2018,7,2018-10-19,Boise State,,Colorado State,W (56-28),31,44,70.5,373,3,25,116,4.6,1,69,489,7.1,16,9,2,27,7,60,1,2,3
163,2018,8,2018-10-27,Boise State,@,Air Force,W (48-38),11,16,68.8,242,3,51,201,3.9,2,67,443,6.6,9,13,1,23,4,25,0,0,0
164,2018,9,2018-11-03,Boise State,,Brigham Young,W (21-16),19,29,65.5,292,0,38,96,2.5,1,67,388,5.8,12,7,2,21,8,58,3,0,3
165,2018,10,2018-11-09,Boise State,,Fresno State,W (24-17),24,35,68.6,283,1,28,107,3.8,1,63,390,6.2,14,6,2,22,9,61,0,0,0
166,2018,11,2018-11-16,Boise State,@,New Mexico,W (45-14),8,14,57.1,103,0,45,159,3.5,1,59,262,4.4,5,10,0,15,4,41,2,1,3
167,2018,12,2018-11-24,Boise State,,Utah State,W (33-24),29,47,61.7,363,3,19,62,3.3,0,66,425,6.4,12,5,1,18,8,72,1,1,2
168,2018,,12 Games,Boise State,,,,220,350,62.9,2859,16,405,1480,3.7,15,755,4339,5.7,115,87,16,218,72,545,15,7,22
169,2018,1,2018-09-01,Boston College,,Massachusetts,W (55-21),21,34,61.8,249,1,34,66,1.9,2,68,315,4.6,12,5,1,18,2,8,1,2,3
170,2018,2,2018-09-08,Boston College,,Holy Cross,W (62-14),12,22,54.5,66,0,43,197,4.6,0,65,263,4.0,2,9,2,13,8,51,0,2,2
171,2018,3,2018-09-13,Boston College,@,Wake Forest,W (41-34),20,45,44.4,214,2,60,298,5.0,1,105,512,4.9,10,16,1,27,3,35,0,2,2
