,Season,Game,Date,Team,Loc,Opp,Result,Pass_cmp,Pass_att,Pass_pct,Pass_yds,Pass_TD,Rush_att,Rush_yds,Rush_avg,Rush_TD,TO_plays,TO_yds,TO_avg,FD_pass,FD_rush,FD_pen,FD_tot,Pen_num,Pen_yds,Turn_fum,Turn_int,Turn_tot
74,2018,9,2018-11-03,Arizona State,,Utah,W (38-20),19,24,79.2,285,3,50,251,5.0,2,74,536,7.2,11,12,2,25,6,60,0,1,1
75,2018,10,2018-11-10,Arizona State,,UCLA,W (31-28),16,22,72.7,199,1,57,283,5.0,3,79,482,6.1,11,16,2,29,6,75,0,1,1
76,2018,11,2018-11-17,Arizona State,@,Oregon,L (29-31),15,32,46.9,182,2,41,142,3.5,1,73,324,4.4,8,6,2,16,8,50,1,0,1
77,2018,12,2018-11-24,Arizona State,@,Arizona,W (41-40),18,31,58.1,265,1,30,137,4.6,4,61,402,6.6,10,8,2,20,9,74,0,0,0
78,2018,,12 Games,Arizona State,,,,228,366,62.3,2896,19,460,2232,4.9,25,826,5128,6.2,124,116,21,261,76,679,4,5,9
79,2018,1,2018-09-01,Arkansas,,Eastern Illinois,W (55-20),21,29,72.4,353,4,37,80,2.2,2,66,433,6.6,13,5,0,18,4,40,0,0,0
80,2018,2,2018-09-08,Arkansas,@,Colorado State,L (27-34),11,22,50.0,138,2,53,299,5.6,1,75,437,5.8,5,16,3,24,6,60,0,2,2
81,2018,3,2018-09-15,Arkansas,,North Texas,L (17-44),20,45,44.4,210,0,32,126,3.9,2,77,336,4.4,12,4,4,20,10,70,0,6,6
82,2018,4,2018-09-22,Arkansas,@,Auburn,L (3-34),13,32,40.6,141,0,38,149,3.9,0,70,290,4.1,5,6,2,13,8,57,1,1,2
83,2018,5,2018-09-29,Arkansas,N,Texas A&M,L (17-24),14,27,51.9,193,1,26,55,2.1,1,53,248,4.7,8,3,0,11,6,61,0,1,1
84,2018,6,2018-10-06,Arkansas,,Alabama,L (31-65),26,40,65.0,233,3,31,172,5.5,1,71,405,5.7,12,7,3,22,2,20,2,1,3
85,2018,7,2018-10-13,Arkansas,,Mississippi,L (33-37),15,22,68.2,177,2,48,299,6.2,1,70,476,6.8,7,17,3,27,5,65,0,1,1
86,2018,8,2018-10-20,Arkansas,,Tulsa,W (23-0),11,19,57.9,131,1,53,196,3.7,1,72,327,4.5,6,12,2,20,3,40,1,1,2
87,2018,9,2018-10-27,Arkansas,,Vanderbilt,L (31-45),23,36,63.9,240,2,29,207,7.1,2,65,447,6.9,12,8,1,21,6,46,0,2,2
88,2018,10,2018-11-10,Arkansas,,Louisiana State,L (17-24),19,39,48.7,200,2,19,16,0.8,0,58,216,3.7,9,2,3,14,6,60,1,1,2
89,2018,11,2018-11-17,Arkansas,@,Mississippi State,L (6-52),19,34,55.9,150,0,35,69,2.0,0,69,219,3.2,6,10,1,17,9,85,2,1,3
90,2018,12,2018-11-23,Arkansas,@,Missouri,L (0-38),10,25,40.0,135,0,39,52,1.3,0,64,187,2.9,6,5,1,12,4,18,1,1,2
91,2018,,12 Games,Arkansas,,,,202,370,54.6,2301,17,440,1720,3.9,11,810,4021,5.0,101,95,23,219,69,622,8,18,26
92,2018,1,2018-09-01,Arkansas State,,Southeast Missouri State,W (48-21),28,40,70.0,497,7,39,188,4.8,0,79,685,8.7,18,10,2,30,12,119,1,2,3
93,2018,2,2018-09-08,Arkansas State,@,Alabama,L (7-57),22,51,43.1,218,1,31,173,5.6,0,82,391,4.8,12,6,1,19,10,84,0,1,1
94,2018,3,2018-09-15,Arkansas State,@,Tulsa,W (29-20),20,33,60.6,191,0,47,218,4.6,2,80,409,5.1,9,14,1,24,11,101,1,0,1
95,2018,4,2018-09-22,Arkansas State,,Nevada-Las Vegas,W (27-20),19,27,70.4,199,3,36,197,5.5,1,63,396,6.3,9,8,0,17,11,87,1,0,1
96,2018,5,2018-09-29,Arkansas State,@,Georgia Southern,L (21-28),38,51,74.5,376,1,36,117,3.3,1,87,493,5.7,18,10,0,28,5,39,1,0,1
97,2018,6,2018-10-09,Arkansas State,,Appalachian State,L (9-35),27,45,60.0,219,0,37,117,3.2,0,82,336,4.1,10,6,2,18,7,65,0,3,3
98,2018,7,2018-10-18,Arkansas State,,Georgia State,W (51-35),17,28,60.7,257,3,37,273,7.4,3,65,530,8.2,10,11,2,23,11,109,0,0,0
99,2018,8,2018-10-27,Arkansas State,@,Louisiana,L (43-47),17,31,54.8,270,1,45,208,4.6,5,76,478,6.3,10,14,3,27,4,65,0,1,1
100,2018,9,2018-11-03,Arkansas State,,South Alabama,W (38-14),27,40,67.5,354,3,37,155,4.2,2,77,509,6.6,15,8,3,26,3,15,0,0,0
101,2018,10,2018-11-10,Arkansas State,@,Coastal Carolina,W (44-16),23,29,79.3,281,4,29,173,6.0,2,58,454,7.8,11,9,3,23,10,71,1,0,1
102,2018,11,2018-11-17,Arkansas State,,Louisiana-Monroe,W (31-17),21,27,77.8,246,3,39,158,4.1,0,66,404,6.1,11,7,2,20,7,68,0,0,0
103,2018,12,2018-11-24,Arkansas State,@,Texas State,W (33-7),18,24,75.0,276,2,46,217,4.7,1,70,493,7.0,10,10,0,20,4,37,1,0,1
104,2018,,12 Games,Arkansas State,,,,277,426,65.0,3384,28,459,2194,4.8,17,885,5578,6.3,143,113,19,275,95,860,6,7,13
105,2018,1,2018-08-31,Army,@,Duke,L (14-34),10,21,47.6,197,1,47,168,3.6,1,68,365,5.4,7,11,0,18,7,69,2,0,2
106,2018,2,2018-09-08,Army,,Liberty,W (38-14),2,8,25.0,61,1,74,449,6.1,4,82,510,6.2,2,24,2,28,7,100,0,0,0
107,2018,3,2018-09-15,Army,,Hawaii,W (28-21),6,10,60.0,162,0,66,303,4.6,4,76,465,6.1,6,12,0,18,5,70,0,0,0
108,2018,4,2018-09-22,Army,@,Oklahoma,L (21-28),3,9,33.3,40,0,78,339,4.3,3,87,379,4.4,3,22,1,26,6,50,0,2,2
109,2018,5,2018-09-29,Army,@,Buffalo,W (42-13),4,5,80.0,91,1,64,281,4.4,4,69,372,5.4,3,19,3,25,7,73,0,1,1
110,2018,6,2018-10-13,Army,N,San Jose State,W (52-3),2,5,40.0,54,1,65,341,5.2,5,70,395,5.6,2,19,2,23,3,15,0,0,0
111,2018,7,2018-10-20,Army,,Miami (OH),W (31-30),0,2,0.0,0,0,74,347,4.7,4,76,347,4.6,0,19,1,20,1,5,0,0,0
112,2018,8,2018-10-27,Army,@,Eastern Michigan,W (37-22),7,8,87.5,126,2,73,289,4.0,2,81,415,5.1,4,18,5,27,3,25,0,0,0
113,2018,9,2018-11-03,Army,,Air Force,W (17-14),3,5,60.0,44,0,59,242,4.1,2,64,286,4.5,0,15,1,16,5,69,0,0,0
114,2018,10,2018-11-10,Army,,Lafayette,W (31-13),5,6,83.3,95,0,57,313,5.5,4,63,408,6.5,3,20,0,23,6,40,1,0,1
115,2018,11,2018-11-17,Army,,Colgate,W (28-14),2,6,33.3,25,0,59,261,4.4,4,65,286,4.4,2,18,1,21,3,25,1,0,1
116,2018,,11 Games,Army,,,,44,85,51.8,895,6,716,3333,4.7,37,801,4228,5.3,32,197,16,245,53,541,4,3,7
117,2018,1,2018-09-01,Auburn,N,Washington,W (21-16),26,36,72.2,273,1,45,147,3.3,1,81,420,5.2,17,8,2,27,12,111,0,0,0
118,2018,2,2018-09-08,Auburn,,Alabama State,W (63-9),8,14,57.1,138,1,59,429,7.3,6,73,567,7.8,4,22,2,28,4,30,4,0,4
119,2018,3,2018-09-15,Auburn,,Louisiana State,L (21-22),16,28,57.1,198,1,38,130,3.4,2,66,328,5.0,10,5,4,19,9,111,0,2,2
120,2018,4,2018-09-22,Auburn,,Arkansas,W (34-3),15,22,68.2,134,0,36,91,2.5,3,58,225,3.9,6,6,1,13,7,40,0,0,0
121,2018,5,2018-09-29,Auburn,,Southern Mississippi,W (24-13),19,33,57.6,245,2,36,96,2.7,1,69,341,4.9,8,7,2,17,9,78,1,0,1
122,2018,6,2018-10-06,Auburn,@,Mississippi State,L (9-23),19,38,50.0,214,0,21,90,4.3,0,59,304,5.2,9,5,1,15,2,10,2,0,2
123,2018,7,2018-10-13,Auburn,,Tennessee,L (24-30),28,45,62.2,322,2,34,126,3.7,1,79,448,5.7,13,8,1,22,5,38,1,2,3
124,2018,8,2018-10-20,Auburn,@,Mississippi,W (31-16),13,22,59.1,215,1,46,269,5.8,3,68,484,7.1,5,15,0,20,8,80,0,0,0
125,2018,9,2018-11-03,Auburn,,Texas A&M,W (28-24),19,30,63.3,259,3,21,19,0.9,1,51,278,5.5,11,2,0,13,6,39,0,0,0
126,2018,10,2018-11-10,Auburn,@,Georgia,L (10-27),25,37,67.6,172,1,20,102,5.1,0,57,274,4.8,10,6,3,19,6,52,0,0,0
127,2018,11,2018-11-17,Auburn,,Liberty,W (53-0),14,21,66.7,191,2,61,340,5.6,3,82,531,6.5,8,22,0,29,3,25,0,0,0
128,2018,12,2018-11-24,Auburn,@,Alabama,L (21-52),15,32,46.9,153,2,43,130,3.0,1,75,283,3.8,5,10,4,19,9,88,0,1,1
129,2018,,12 Games,Auburn,,,,217,358,60.6,2514,16,460,1969,4.3,22,818,4483,5.5,106,116,20,241,80,702,8,5,13
130,2018,1,2018-08-30,Ball State,,Central Connecticut State,W (42-6),28,36,77.8,336,3,47,318,6.8,3,83,654,7.9,10,19,2,31,6,70,1,0,1
131,2018,2,2018-09-08,Ball State,@,Notre Dame,L (16-24),23,50,46.0,180,1,47,169,3.6,0,97,349,3.6,13,11,0,24,3,10,0,2,2
132,2018,3,2018-09-15,Ball State,@,Indiana,L (10-38),14,28,50.0,143,0,39,204,5.2,1,67,347,5.2,7,11,0,18,8,75,0,1,1
133,2018,4,2018-09-22,Ball State,,Western Kentucky,L (20-28),27,45,60.0,285,1,29,120,4.1,1,74,405,5.5,14,8,2,24,10,120,0,0,0
134,2018,5,2018-09-29,Ball State,,Kent State,W (52-24),32,52,61.5,446,4,42,160,3.8,3,94,606,6.4,19,7,6,32,11,91,1,1,2
135,2018,6,2018-10-06,Ball State,,Northern Illinois,L (16-24),32,56,57.1,260,0,40,131,3.3,1,96,391,4.1,17,6,3,26,2,16,1,0,1
136,2018,7,2018-10-13,Ball State,@,Central Michigan,W (24-23),20,27,74.1,202,1,51,157,3.1,2,78,359,4.6,10,11,5,26,8,80,1,0,1
137,2018,8,2018-10-20,Ball State,,Eastern Michigan,L (20-42),21,39,53.8,157,1,32,227,7.1,2,71,384,5.4,9,8,4,21,9,108,1,1,2
138,2018,9,2018-10-25,Ball State,@,Ohio,L (14-52),16,32,50.0,162,1,23,80,3.5,1,55,242,4.4,5,6,0,11,6,54,2,1,3
139,2018,10,2018-10-31,Ball State,@,Toledo,L (13-45),30,48,62.5,343,1,35,94,2.7,1,83,437,5.3,14,11,1,26,10,100,3,2,5
140,2018,11,2018-11-13,Ball State,,Western Michigan,W (42-41),22,27,81.5,282,3,26,71,2.7,3,53,353,6.7,14,7,1,22,6,49,0,2,2
141,2018,12,2018-11-20,Ball State,@,Miami (OH),L (21-42),23,36,63.9,239,1,34,143,4.2,2,70,382,5.5,15,6,1,22,3,30,0,2,2
142,2018,,12 Games,Ball State,,,,288,476,60.5,3035,17,445,1874,4.2,20,921,4909,5.3,147,111,25,283,82,803,10,12,22
143,2018,1,2018-09-01,Baylor,,Abilene Christian,W (55-27),18,28,64.3,311,2,36,295,8.2,5,64,606,9.5,12,14,0,26,5,53,0,1,1
144,2018,2,2018-09-08,Baylor,@,Texas-San Antonio,W (37-20),27,41,65.9,403,3,31,91,2.9,1,72,494,6.9,16,7,3,26,7,70,1,0,1
145,2018,3,2018-09-15,Baylor,,Duke,L (27-40),24,42,57.1,270,1,32,130,4.1,2,74,400,5.4,12,9,0,21,6,62,1,1,2
146,2018,4,2018-09-22,Baylor,,Kansas,W (26-7),20,29,69.0,257,3,39,190,4.9,0,68,447,6.6,10,10,2,22,13,141,0,0,0
147,2018,5,2018-09-29,Baylor,@,Oklahoma,L (33-66),40,63,63.5,416,2,38,77,2.0,2,101,493,4.9,18,11,4,33,9,75,1,0,1
148,2018,6,2018-10-06,Baylor,,Kansas State,W (37-34),30,45,66.7,296,1,48,261,5.4,3,93,557,6.0,19,17,2,38,2,10,0,2,2
149,2018,7,2018-10-13,Baylor,@,Texas,L (17-23),20,39,51.3,240,1,34,88,2.6,1,73,328,4.5,10,8,1,19,10,142,0,1,1
150,2018,8,2018-10-25,Baylor,@,West Virginia,L (14-58),17,29,58.6,205,0,36,82,2.3,2,65,287,4.4,9,7,1,17,8,75,1,3,4
151,2018,9,2018-11-03,Baylor,,Oklahoma State,W (35-31),14,26,53.8,158,2,39,244,6.3,2,65,402,6.2,6,12,8,26,6,69,0,1,1
152,2018,10,2018-11-10,Baylor,@,Iowa State,L (14-28),29,48,60.4,359,2,32,146,4.6,0,80,505,6.3,15,9,1,25,7,70,0,0,0
153,2018,11,2018-11-17,Baylor,,Texas Christian,L (9-16),14,29,48.3,163,0,40,140,3.5,1,69,303,4.4,7,10,3,20,9,66,2,1,3
154,2018,12,2018-11-24,Baylor,@,Texas Tech,W (35-24),22,31,71.0,308,3,51,170,3.3,2,82,478,5.8,11,13,4,28,12,80,0,2,2
155,2018,,12 Games,Baylor,,,,275,450,61.1,3386,20,456,1914,4.2,21,906,5300,5.8,145,127,29,301,94,913,6,12,18
156,2018,1,2018-09-01,Boise State,@,Troy,W (56-20),20,28,71.4,305,4,29,111,3.8,2,57,416,7.3,10,6,0,16,4,27,1,0,1
157,2018,2,2018-09-08,Boise State,,Connecticut,W (62-7),25,33,75.8,418,4,45,400,8.9,4,78,818,10.5,18,19,1,38,7,71,0,0,0
158,2018,3,2018-09-15,Boise State,@,Oklahoma State,L (21-44),39,56,69.6,380,3,31,34,1.1,0,87,414,4.8,21,2,0,23,5,40,1,0,1
159,2018,4,2018-09-29,Boise State,@,Wyoming,W (34-14),29,43,67.4,345,2,46,161,3.5,2,89,506,5.7,14,11,4,29,9,71,0,0,0
160,2018,5,2018-10-06,Boise State,,San Diego State,L (13-19),22,44,50.0,178,0,36,51,1.4,2,80,229,2.9,8,7,1,16,6,52,0,3,3
161,2018,6,2018-10-13,Boise State,@,Nevada,W (31-27),28,38,73.7,299,2,40,207,5.2,1,78,506,6.5,14,9,1,24,9,108,1,3,4
162,2018,7,2018-10-19,Boise State,,Colorado State,W (56-28),23,27,85.2,322,4,37,150,4.1,2,64,472,7.4,16,8,2,26,5,40,0,0,0
163,2018,8,2018-10-27,Boise State,@,Air Force,W (48-38),22,36,61.1,409,5,33,121,3.7,1,69,530,7.7,16,9,1,26,1,15,0,0,0
164,2018,9,2018-11-03,Boise State,,Brigham Young,W (21-16),23,35,65.7,214,1,37,113,3.1,2,72,327,4.5,10,10,0,20,7,81,1,1,2
165,2018,10,2018-11-09,Boise State,,Fresno State,W (24-17),24,30,80.0,269,1,44,179,4.1,2,74,448,6.1,11,12,1,24,4,45,0,1,1
166,2018,11,2018-11-16,Boise State,@,New Mexico,W (45-14),17,27,63.0,222,3,41,227,5.5,2,68,449,6.6,14,14,2,30,5,30,0,0,0
167,2018,12,2018-11-24,Boise State,,Utah State,W (33-24),23,32,71.9,310,1,45,199,4.4,3,77,509,6.6,11,7,2,20,7,69,0,0,0
168,2018,,12 Games,Boise State,,,,295,429,68.8,3671,30,464,1953,4.2,23,893,5624,6.3,163,114,15,292,69,649,4,8,12
169,2018,1,2018-09-01,Boston College,,Massachusetts,W (55-21),21,27,77.8,326,4,59,273,4.6,3,86,599,7.0,14,16,1,31,7,38,0,0,0
170,2018,2,2018-09-08,Boston College,,Holy Cross,W (62-14),16,20,80.0,245,4,52,365,7.0,4,72,610,8.5,8,14,0,22,5,40,1,0,1
171,2018,3,2018-09-13,Boston College,@,Wake Forest,W (41-34),16,25,64.0,304,5,44,220,5.0,1,69,524,7.6,9,9,1,19,4,35,1,0,1
172,2018,4,2018-09-22,Boston College,@,Purdue,L (13-30),15,29,51.7,144,1,34,85,2.5,1,63,229,3.6,7,7,0,14,7,60,0,4,4
173,2018,5,2018-09-29,Boston College,,Temple,W (45-35),16,34,47.1,148,3,66,275,4.2,3,100,423,4.2,9,13,6,28,10,79,2,0,2
174,2018,6,2018-10-06,Boston College,@,North Carolina State,L (23-28),14,25,56.0,198,1,25,120,4.8,1,50,318,6.4,6,6,0,12,6,37,1,0,1
175,2018,7,2018-10-13,Boston College,,Louisville,W (38-20),16,22,72.7,179,1,61,251,4.1,3,83,430,5.2,6,14,0,20,7,60,2,0,2
176,2018,8,2018-10-26,Boston College,,Miami (FL),W (27-14),17,30,56.7,210,1,53,223,4.2,2,83,433,5.2,10,11,1,22,8,70,0,1,1
177,2018,9,2018-11-03,Boston College,@,Virginia Tech,W (31-21),15,26,57.7,177,1,49,219,4.5,3,75,396,5.3,8,10,1,19,4,39,1,0,1
178,2018,10,2018-11-10,Boston College,,Clemson,L (7-27),14,24,58.3,104,0,33,9,0.3,0,57,113,2.0,6,2,0,8,6,42,0,0,0
179,2018,11,2018-11-17,Boston College,@,Florida State,L (21-22),18,38,47.4,297,1,49,125,2.6,2,87,422,4.9,13,7,0,20,5,40,0,2,2
180,2018,12,2018-11-24,Boston College,,Syracuse,L (21-42),17,37,45.9,251,3,32,105,3.3,0,69,356,5.2,11,5,2,18,6,50,2,2,4
181,2018,,12 Games,Boston College,,,,195,337,57.9,2583,25,557,2270,4.1,23,894,4853,5.4,107,114,12,233,75,590,10,9,19
182,2018,1,2018-09-01,Bowling Green State,@,Oregon,L (24-58),22,38,57.9,253,3,49,155,3.2,0,87,408,4.7,14,8,0,22,5,50,1,2,3
183,2018,2,2018-09-08,Bowling Green State,,Maryland,L (14-45),17,27,63.0,143,2,28,15,0.5,0,55,158,2.9,6,4,3,13,10,66,0,1,1
184,2018,3,2018-09-15,Bowling Green State,,Eastern Kentucky,W (42-35),28,40,70.0,258,3,40,130,3.3,2,80,388,4.9,15,7,4,26,8,69,0,1,1
185,2018,4,2018-09-22,Bowling Green State,,Miami (OH),L (23-38),33,50,66.0,300,3,34,85,2.5,0,84,385,4.6,15,10,4,29,7,57,1,0,1
186,2018,5,2018-09-29,Bowling Green State,@,Georgia Tech,L (17-63),29,49,59.2,330,1,38,63,1.7,1,87,393,4.5,17,7,1,25,5,26,1,2,3
187,2018,6,2018-10-06,Bowling Green State,@,Toledo,L (36-52),18,34,52.9,289,3,29,192,6.6,2,63,481,7.6,10,7,3,20,14,129,1,0,1
188,2018,7,2018-10-13,Bowling Green State,,Western Michigan,L (35-42),21,35,60.0,379,3,21,132,6.3,2,56,511,9.1,13,3,3,19,9,85,2,2,4
189,2018,8,2018-10-20,Bowling Green State,@,Ohio,L (14-49),19,24,79.2,214,2,26,100,3.8,0,50,314,6.3,9,4,0,13,7,78,1,1,2
190,2018,9,2018-10-30,Bowling Green State,,Kent State,L (28-35),21,38,55.3,231,3,39,86,2.2,0,77,317,4.1,11,5,2,18,11,85,0,1,1
191,2018,10,2018-11-10,Bowling Green State,@,Central Michigan,W (24-13),14,24,58.3,142,1,51,178,3.5,1,75,320,4.3,9,8,0,17,5,31,0,1,1
192,2018,11,2018-11-17,Bowling Green State,@,Akron,W (21-6),19,27,70.4,178,2,41,221,5.4,1,68,399,5.9,7,12,3,22,8,72,1,1,2
193,2018,12,2018-11-23,Bowling Green State,,Buffalo,L (14-44),9,18,50.0,147,2,18,60,3.3,0,36,207,5.8,3,3,0,6,4,40,1,1,2
194,2018,,12 Games,Bowling Green State,,,,250,404,61.9,2864,28,414,1417,3.4,9,818,4281,5.2,129,78,23,230,93,788,9,13,22
195,2018,1,2018-09-01,Brigham Young,@,Arizona,W (28-23),18,28,64.3,209,1,43,183,4.3,3,71,392,5.5,12,11,0,23,10,94,0,0,0
196,2018,2,2018-09-08,Brigham Young,,California,L (18-21),22,41,53.7,196,1,33,91,2.8,0,74,287,3.9,9,8,0,17,7,65,0,2,2
197,2018,3,2018-09-15,Brigham Young,@,Wisconsin,W (24-21),13,23,56.5,120,1,28,191,6.8,2,51,311,6.1,5,8,1,14,4,36,0,0,0
198,2018,4,2018-09-22,Brigham Young,,McNeese State,W (30-3),16,27,59.3,130,1,42,161,3.8,2,69,291,4.2,7,9,2,18,5,56,1,0,1
199,2018,5,2018-09-29,Brigham Young,@,Washington,L (7-35),18,21,85.7,160,0,28,34,1.2,1,49,194,4.0,6,1,0,7,8,50,1,0,1
200,2018,6,2018-10-05,Brigham Young,,Utah State,L (20-45),30,49,61.2,322,3,16,39,2.4,0,65,361,5.6,14,2,7,23,6,50,2,1,3
201,2018,7,2018-10-13,Brigham Young,,Hawaii,W (49-23),16,24,66.7,194,3,47,280,6.0,4,71,474,6.7,11,14,1,26,6,55,0,1,1
202,2018,8,2018-10-27,Brigham Young,,Northern Illinois,L (6-7),18,30,60.0,208,0,37,93,2.5,0,67,301,4.5,9,5,3,17,7,52,0,1,1
203,2018,9,2018-11-03,Brigham Young,@,Boise State,L (16-21),19,29,65.5,292,0,38,96,2.5,1,67,388,5.8,12,7,2,21,8,58,3,0,3
204,2018,10,2018-11-10,Brigham Young,@,Massachusetts,W (35-16),14,23,60.9,167,2,38,225,5.9,3,61,392,6.4,7,12,0,19,2,20,1,0,1
205,2018,11,2018-11-17,Brigham Young,,New Mexico State,W (45-10),13,29,44.8,193,0,51,317,6.2,6,80,510,6.4,9,15,1,25,2,20,1,1,2
206,2018,12,2018-11-24,Brigham Young,@,Utah,L (27-35),20,29,69.0,204,2,47,153,3.3,2,76,357,4.7,8,9,0,17,3,22,0,1,1
207,2018,,12 Games,Brigham Young,,,,217,353,61.5,2395,14,448,1863,4.2,24,801,4258,5.3,109,101,17,227,68,578,9,7,16
208,2018,1,2018-09-01,Buffalo,,Delaware State,W (48-10),19,29,65.5,200,6,37,154,4.2,1,66,354,5.4,9,9,3,21,5,42,0,0,0
209,2018,2,2018-09-08,Buffalo,@,Temple,W (36-29),26,45,57.8,275,3,41,152,3.7,2,86,427,5.0,17,7,3,27,4,29,0,1,1
210,2018,3,2018-09-15,Buffalo,,Eastern Michigan,W (35-28),21,26,80.8,325,3,41,164,4.0,2,67,489,7.3,10,6,2,18,7,47,1,0,1
211,2018,4,2018-09-22,Buffalo,@,Rutgers,W (42-13),14,28,50.0,263,3,36,182,5.1,3,64,445,7.0,10,5,4,19,3,25,0,2,2
212,2018,5,2018-09-29,Buffalo,,Army,L (13-42),10,24,41.7,152,1,31,103,3.3,1,55,255,4.6,5,5,4,14,7,78,0,0,0
213,2018,6,2018-10-06,Buffalo,@,Central Michigan,W (34-24),10,20,50.0,127,1,48,295,6.1,3,68,422,6.2,8,12,1,21,4,38,0,1,1
214,2018,7,2018-10-13,Buffalo,,Akron,W (24-6),16,30,53.3,212,1,46,223,4.8,2,76,435,5.7,9,10,1,20,5,45,0,1,1
215,2018,8,2018-10-20,Buffalo,@,Toledo,W (31-17),25,46,54.3,326,2,50,137,2.7,2,96,463,4.8,14,10,8,32,5,44,0,3,3
216,2018,9,2018-10-30,Buffalo,,Miami (OH),W (51-42),20,35,57.1,358,3,37,149,4.0,4,72,507,7.0,11,10,5,26,11,100,0,0,0
217,2018,10,2018-11-06,Buffalo,,Kent State,W (48-14),9,21,42.9,120,1,57,358,6.3,6,78,478,6.1,6,15,1,22,3,20,1,0,1
218,2018,11,2018-11-14,Buffalo,@,Ohio,L (17-52),10,23,43.5,120,0,22,157,7.1,2,45,277,6.2,4,7,2,13,3,20,2,3,5
219,2018,12,2018-11-23,Buffalo,@,Bowling Green State,W (44-14),12,22,54.5,151,1,60,336,5.6,4,82,487,5.9,4,24,2,30,4,25,0,1,1
220,2018,,12 Games,Buffalo,,,,192,349,55.0,2629,25,506,2410,4.8,32,855,5039,5.9,107,120,36,263,61,513,4,12,16
221,2018,1,2018-09-01,California,,North Carolina,W (24-17),16,32,50.0,119,1,49,160,3.3,1,81,279,3.4,6,9,4,19,5,35,0,0,0
222,2018,2,2018-09-08,California,@,Brigham Young,W (21-18),23,35,65.7,214,2,38,172,4.5,1,73,386,5.3,10,10,2,22,9,65,2,1,3
223,2018,3,2018-09-15,California,,Idaho State,W (45-23),24,32,75.0,269,4,43,213,5.0,1,75,482,6.4,12,11,1,24,11,111,1,1,2
224,2018,4,2018-09-29,California,,Oregon,L (24-42),16,31,51.6,186,1,41,241,5.9,2,72,427,5.9,7,15,3,25,4,30,1,4,5
225,2018,5,2018-10-06,California,@,Arizona,L (17-24),32,43,74.4,315,0,34,161,4.7,2,77,476,6.2,15,7,3,25,13,115,1,3,4
226,2018,6,2018-10-13,California,,UCLA,L (7-37),23,42,54.8,179,0,33,131,4.0,1,75,310,4.1,9,10,1,20,3,36,3,2,5
227,2018,7,2018-10-20,California,@,Oregon State,W (49-7),17,26,65.4,234,3,43,305,7.1,3,69,539,7.8,9,17,1,27,4,50,1,0,1
228,2018,8,2018-10-27,California,,Washington,W (12-10),17,24,70.8,151,0,36,91,2.5,0,60,242,4.0,8,6,0,14,4,24,0,0,0
229,2018,9,2018-11-03,California,@,Washington State,L (13-19),18,33,54.5,179,1,36,112,3.1,0,69,291,4.2,8,6,6,20,2,25,0,2,2
230,2018,10,2018-11-10,California,@,Southern California,W (15-14),14,26,53.8,93,1,32,114,3.6,1,58,207,3.6,6,3,2,11,4,35,1,0,1
231,2018,11,2018-11-24,California,,Colorado,W (33-21),14,26,53.8,116,2,35,101,2.9,0,61,217,3.6,6,3,3,12,9,75,0,0,0
232,2018,,11 Games,California,,,,214,350,61.1,2055,15,420,1801,4.3,12,770,3856,5.0,96,97,26,219,68,601,10,13,23
233,2018,1,2018-09-01,Central Michigan,@,Kentucky,L (20-35),17,27,63.0,137,0,39,118,3.0,1,66,255,3.9,3,7,1,11,12,106,0,0,0
234,2018,2,2018-09-08,Central Michigan,,Kansas,L (7-31),18,32,56.3,177,1,28,103,3.7,0,60,280,4.7,7,5,0,12,6,52,2,4,6
235,2018,3,2018-09-15,Central Michigan,@,Northern Illinois,L (16-24),18,33,54.5,158,1,46,164,3.6,1,79,322,4.1,11,10,0,21,4,31,1,1,2
236,2018,4,2018-09-22,Central Michigan,,Maine,W (17-5),7,16,43.8,82,1,41,95,2.3,1,57,177,3.1,2,5,5,12,9,83,1,1,2
237,2018,5,2018-09-29,Central Michigan,@,Michigan State,L (20-31),20,35,57.1,182,2,22,63,2.9,0,57,245,4.3,8,2,3,13,7,64,0,2,2
238,2018,6,2018-10-06,Central Michigan,,Buffalo,L (24-34),14,33,42.4,172,2,35,168,4.8,1,68,340,5.0,9,8,2,19,10,60,0,4,4
239,2018,7,2018-10-13,Central Michigan,,Ball State,L (23-24),11,23,47.8,127,1,50,261,5.2,1,73,388,5.3,5,15,3,23,11,115,0,0,0
240,2018,8,2018-10-20,Central Michigan,,Western Michigan,L (10-35),11,28,39.3,122,0,44,147,3.3,1,72,269,3.7,5,9,1,15,7,59,1,2,3
241,2018,9,2018-10-27,Central Michigan,@,Akron,L (10-17),19,39,48.7,169,0,49,131,2.7,1,88,300,3.4,9,9,0,18,7,75,1,0,1
242,2018,10,2018-11-03,Central Michigan,@,Eastern Michigan,L (7-17),12,32,37.5,61,0,32,77,2.4,0,64,138,2.2,4,4,2,10,7,61,2,2,4
243,2018,11,2018-11-10,Central Michigan,,Bowling Green State,L (13-24),11,21,52.4,94,1,29,72,2.5,1,50,166,3.3,6,4,1,11,2,13,1,1,2
244,2018,12,2018-11-23,Central Michigan,@,Toledo,L (13-51),18,43,41.9,133,1,32,48,1.5,0,75,181,2.4,8,6,2,16,16,132,0,1,1
245,2018,,12 Games,Central Michigan,,,,176,362,48.6,1614,10,447,1447,3.2,8,809,3061,3.8,77,84,20,181,98,851,9,18,27
