2015,3,"Sep 19, 2015",,Sat,Cincinnati,37,@,Miami (OH),33,,
2015,3,"Sep 19, 2015",,Sat,Colorado,27,,Colorado State,24,,Sports Authority Field at Mile High - Denver Colorado
2015,3,"Sep 19, 2015",,Sat,Florida,14,@,Kentucky,9,,
2015,3,"Sep 19, 2015",,Sat,Florida International,39,,North Carolina Central,14,,
2015,3,"Sep 19, 2015",,Sat,Furman,16,@,Central Florida,15,,
2015,3,"Sep 19, 2015",,Sat,(7) Georgia,52,,South Carolina,20,,
2015,3,"Sep 19, 2015",,Sat,Georgia Southern,48,,Citadel,13,,
2015,3,"Sep 19, 2015",,Sat,Hawaii,47,,California-Davis,27,,
2015,3,"Sep 19, 2015",,Sat,Idaho,41,,Wofford,38,,
2015,3,"Sep 19, 2015",,Sat,Indiana,38,,Western Kentucky,35,,
2015,3,"Sep 19, 2015",,Sat,Iowa,27,,Pittsburgh,24,,
2015,3,"Sep 19, 2015",,Sat,Kansas State,39,,Louisiana Tech,33,,
2015,3,"Sep 19, 2015",,Sat,(13) Louisiana State,45,,(18) Auburn,21,,
2015,3,"Sep 19, 2015",,Sat,Marshall,45,,Norfolk State,7,,
2015,3,"Sep 19, 2015",,Sat,Maryland,35,,South Florida,17,,
2015,3,"Sep 19, 2015",,Sat,Memphis,44,@,Bowling Green State,41,,
2015,3,"Sep 19, 2015",,Sat,Miami (FL),36,,Nebraska,33,,
2015,3,"Sep 19, 2015",,Sat,Michigan,28,,Nevada-Las Vegas,7,,
2015,3,"Sep 19, 2015",,Sat,(4) Michigan State,35,,Air Force,21,,
2015,3,"Sep 19, 2015",,Sat,Middle Tennessee State,73,,Charlotte,14,,
2015,3,"Sep 19, 2015",,Sat,Minnesota,10,,Kent State,7,,
2015,3,"Sep 19, 2015",,Sat,(15) Mississippi,43,@,(2) Alabama,37,,
2015,3,"Sep 19, 2015",,Sat,Mississippi State,62,,Northwestern State,13,,
2015,3,"Sep 19, 2015",,Sat,(22) Missouri,9,,Connecticut,6,,
2015,3,"Sep 19, 2015",,Sat,Navy,45,,East Carolina,21,,
2015,3,"Sep 19, 2015",,Sat,North Carolina,48,,Illinois,14,,
2015,3,"Sep 19, 2015",,Sat,North Carolina State,38,@,Old Dominion,14,,
2015,3,"Sep 19, 2015",,Sat,(23) Northwestern,19,@,Duke,10,,
2015,3,"Sep 19, 2015",,Sat,(8) Notre Dame,30,,(14) Georgia Tech,22,,
2015,3,"Sep 19, 2015",,Sat,Ohio,35,,Southeastern Louisiana,14,,
2015,3,"Sep 19, 2015",,Sat,(1) Ohio State,20,,Northern Illinois,13,,
2015,3,"Sep 19, 2015",,Sat,(16) Oklahoma,52,,Tulsa,38,,
2015,3,"Sep 19, 2015",,Sat,(25) Oklahoma State,69,,Texas-San Antonio,14,,
2015,3,"Sep 19, 2015",,Sat,(12) Oregon,61,,Georgia State,28,,
2015,3,"Sep 19, 2015",,Sat,Oregon State,35,,San Jose State,21,,
